,UNITID,COSTT4_A,GRAD_DEBT_MDN10YR,NPT4_PUB,MN_EARN_WNE_P10,MN_EARN_WNE_P6,MN_EARN_WNE_P8
911,146366,10634,39.7562409953204,6064,31200,26400,28700
912,146418,12283,99.6026357736094,5472,38500,28700,31100
915,146472,10546,92.605537358433,6235,37200,29500,33600
918,146506,10378,65.6030984744114,4584,32400,28400,31500
920,146603,9238,71.5718354558422,5698,31700,28200,30200
924,146685,11062,116.734925226526,6245,32700,27100,30400
932,147004,11292,66.3664183015215,7319,36000,31300,32900
939,147378,10929,100.715810521478,1610,38200,29600,33400
941,147411,12706,84.8133141233502,7175,37100,27900,32600
948,147703,26275,234.954083450211,14266,49800,39400,45100
950,147776,24339,154.784298275114,13555,41900,35200,38500
951,147800,10771,55.6587373934486,6277,43900,31500,38900
954,147916,13095,90.6230261407997,8908,35300,28600,32200
955,148007,14147,116.618306919606,6290,33300,27500,31000
959,148256,14722,61.5850677178177,8227,31400,25900,29700
960,148292,10235,87.5273401752974,5043,30900,28200,29200
961,148380,14489,90.1141462560596,7447,34000,28500,30100
970,148654,23892,202.78863406893,12065,49900,38500,44100
971,148672,13725,87.4637301897049,7504,35300,28000,31900
981,149222,29247,228.391653269916,16316,49500,36700,43200
982,149231,24338,217.334117441085,14331,50800,39600,45200
989,149532,11281,99.793465730387,4731,38800,29500,33200
992,149727,9498,74.2116498579314,5597,36200,31800,34300
994,149772,25774,267.702624366089,11663,47500,37000,42100
996,149842,12976,107.967348879024,6856,42600,34400,37900
998,150136,24343,246.488694170986,15464,44600,35300,39600
1018,150987,13172,113.724052575147,6685,33000,28900,31100
1019,151102,18756,227.935781706503,10455,39800,33100,36400
1020,151111,21348,212.033285308375,10947,50700,39900,49300
1023,151306,19946,213.146460056244,14611,40200,32900,36600
1024,151324,23079,254.43994237005,14961,42600,34400,38500
1025,151333,11659,179.814827605767,4757,40500,34300,37900
1026,151342,15126,226.398540388018,8518,38100,31600,36200
1027,151351,26051,206.827868154055,14216,57800,44200,50300
1028,151360,13200,230.162131202241,6666,40400,33500,37000
1029,151379,13317,208.683159400503,6914,41800,32800,37500
1030,151388,14685,190.829956777538,8149,34800,32400,34100
1057,152637,18493,127.219971185025,10862,36300,30000,32900
1068,153214,14535,116.618306919606,10465,36800,31100,34100
1073,153296,16577,106.016642654187,11075,35500,28700,32200
1075,153311,14476,135.054601077169,10401,33600,28800,31400
1081,153445,15502,127.219971185025,11000,38400,32400,34900
1083,153472,13213,111.317474786897,7519,34800,29600,33000
1084,153524,15972,116.618306919606,9989,38400,31600,35100
1085,153533,18583,127.219971185025,13200,36200,32200,34100
1088,153603,21746,242.449460085862,15351,56000,44000,49300
1090,153630,17633,116.968161840365,12228,35500,29200,33500
1091,153658,25376,238.537445971922,19443,62000,47700,56100
1092,153737,14318,127.219971185025,9422,38000,31100,35100
1100,153922,12888,100.715810521478,6588,32800,27400,32000
1105,154059,14117,100.715810521478,8073,37700,29900,33300
1106,154095,20990,208.757371050361,14017,49700,39600,44800
1108,154110,15523,127.219971185025,8743,36000,30600,32700
1109,154129,17019,100.715810521478,11076,48000,41900,45100
1118,154378,12798,127.219971185025,7057,31800,28200,30300
1119,154396,16706,116.353265312971,10667,34100,30100,32600
1128,154572,13836,116.618306919606,8236,34200,29100,32600
1130,154642,13215,73.7239733017222,8035,34900,28000,33100
1132,154697,16250,100.726412185743,9833,35500,29400,33400
1136,154800,17756,111.317474786897,13268,36100,30900,33400
1138,154907,14617,84.8133141233502,10442,33600,28700,32100
1139,154925,11408,85.9052855426883,4489,36600,28800,31300
1140,154934,15054,94.4396252763505,9673,36400,31600,32900
1141,154952,12261,84.8133141233502,6794,36300,29300,31900
1142,154998,13842,93.2946455356852,6138,37300,32600,34700
1144,155025,19733,206.732453175666,15312,40300,33000,36300
1145,155052,20123,70.2360257583994,16477,34700,34200,36800
1146,155061,18688,222.634949573794,13515,42700,36800,40300
1149,155098,11937,100.715810521478,4955,35100,30600,33000
1150,155104,11142,68.910817725222,5401,37000,29500,34300
1154,155186,11943,87.7499751248712,7416,36100,29800,32600
1155,155195,13788,103.610064865937,8347,37500,31500,34800
1156,155201,11690,64.8291769830358,6272,31300,26000,33500
1157,155210,17716,92.7645623224143,13249,41200,32200,36400
1159,155292,16914,93.2204338858273,14290,34400,29400,32600
1161,155317,25021,222.634949573794,18709,59300,45100,52300
1164,155399,25015,225.285365640149,18902,51900,41400,46600
1166,155423,16581,192.176368139246,12458,43500,36100,40500
1167,155450,13049,111.317474786897,7557,36000,30000,33600
1168,155487,17064,100.715810521478,13631,44200,41900,44200
1172,155566,14744,90.1141462560596,8549,36700,30900,32400
1173,155593,18237,106.016642654187,13329,41200,35100,40700
1177,155681,19036,201.102969450728,14255,44400,37900,42500
1178,155715,14453,68.910817725222,9601,40600,39300,39600
1180,155830,13279,74.2116498579314,8906,36500,30200,36600
1181,155858,11808,68.910817725222,6283,37400,33600,36000
1185,156082,20634,192.176368139246,14194,43500,36100,40500
1186,156107,15233,100.715810521478,10499,34400,32900,36400
1187,156125,20571,217.334117441085,14372,45400,38900,42800
1192,156231,11970,116.088223706335,4764,31500,26800,29000
1197,156338,12827,107.871933900636,5092,32800,28100,30700
1200,156392,12292,111.317474786897,6145,29800,26700,31600
1206,156620,23395,238.537445971922,13821,39300,32700,36300
1207,156648,12138,95.998069923367,5163,31400,26000,29400
1211,156790,11640,107.341850687365,4112,28400,23300,25500
1213,156851,12214,111.137246494385,5199,31100,27700,30400
1214,156860,12870,113.342392661592,5687,31500,26000,29000
1215,156921,13019,123.519990356394,6568,31500,26500,29500
1219,157058,17812,274.985967716432,7265,31300,25600,28300
1221,157085,30672,238.537445971922,18268,54000,43500,51700
1225,157289,28984,217.334117441085,17744,48600,38200,42700
1227,157304,12645,89.5840630427887,6041,32100,27300,29200
1228,157331,11634,121.919139052316,4740,29200,24500,26800
1230,157386,20803,235.887029905567,10738,37000,30000,32600
1231,157401,21358,217.334117441085,11226,42300,33100,38300
1232,157438,12725,113.5544259469,6083,31700,27600,30700
1233,157447,17112,243.838278104632,6575,41800,35200,38400
1234,157483,12658,95.2665550890531,5698,31400,26200,28700
1236,157553,11933,99.1997725315235,4068,28200,25000,27900
1241,157711,11873,129.49932900209,4361,27500,22700,26100
1242,157739,11825,73.3529150524325,3790,27900,22900,25800
1249,157951,22140,234.243771944428,11691,38600,30800,35900
1254,158431,15630,185.529124644828,9981,36400,28000,31000
1258,158662,13538,214.132414832928,6942,34700,28900,32700
1262,158884,14957,137.821635450444,9625,32500,33600,34800
1263,159009,24135,386.960745687785,17157,32800,26200,30400
1268,159382,14397,201.431621042956,7166,36300,33000,35000
1269,159391,33592,217.334117441085,18300,60100,45000,52000
1270,159407,16113,151.073715782217,9936,36700,30400,34600
1271,159416,19291,238.537445971922,8536,41000,36000,39700
1277,159647,23174,234.667838515044,12065,49200,38800,45100
1279,159717,21296,243.838278104632,10161,45000,36600,41100
1280,159939,21169,198.781204976602,11548,43500,35200,40300
1282,159966,21100,240.39273721837,13466,43800,37200,41900
1283,159993,21829,227.935781706503,10950,46300,38100,41700
1285,160038,23156,265.041606635469,14657,39600,35700,39300
1294,160481,14370,106.695149167174,7708,33400,28400,30500
1298,160612,21636,234.434601901205,13269,42800,34600,38900
1299,160621,24045,310.109281427764,16991,39600,30800,34900
1300,160630,19443,328.651592227982,14301,32100,26800,28300
1301,160649,17500,196.130788910247,10842,29800,27000,29800
1302,160658,22737,242.79931500662,12642,46400,37200,42000
1311,161077,14679,127.219971185025,9235,35600,29500,32400
1313,161138,15946,119.724594549374,10498,36100,32200,34200
1314,161192,14810,140.525059838125,6496,32300,31000,32700
1316,161217,17335,241.01823541003,9889,30600,26000,27400
1317,161226,22999,259.730172838494,13863,37500,27700,32000
1318,161235,16444,213.729551590842,9214,37700,36000,36700
1319,161253,25127,265.041606635469,17067,48300,37400,42500
1320,161299,28600,286.244935166307,23778,107200,82000,88000
1321,161341,16470,169.6266282467,9266,35300,27600,29900
1323,161484,16014,114.763015673158,11660,33600,27600,30300
1328,161545,16078,109.525793526041,9921,36500,29900,34200
1329,161554,17748,202.067720898882,9472,44400,35600,40300
1333,161688,14790,145.264003764768,9411,33200,28300,31400
1334,161767,18839,87.4637301897049,15795,42200,34300,39400
1338,161873,25160,246.488694170986,16443,63400,45100,60700
1339,162007,22835,243.67925314065,14537,48700,34200,41400
1341,162104,13420,101.097470435033,9226,36700,29600,32400
1342,162122,13227,90.1141462560596,7724,40600,31200,36200
1345,162283,14332,265.041606635469,6010,41800,31700,38200
1348,162557,9754,86.403563763163,4222,42100,31200,37200
1349,162584,25170,223.748124321663,15538,47200,33800,41500
1350,162609,12792,113.967890853251,6384,31600,26000,31300
1352,162690,11764,116.618306919606,6806,37000,29700,33100
1353,162706,11751,104.023529772289,6819,36500,30000,34100
1355,162779,14980,111.317474786897,10794,44000,34100,41300
1360,163204,20994,222.634949573794,15635,55900,47700,51200
1362,163268,15880,206.732453175666,9262,59600,42900,51800
1363,163286,26915,201.431621042956,17500,70800,50100,59500
1365,163338,23095,286.244935166307,11662,40400,29100,36400
1368,163426,14664,110.416333324336,7037,46000,34000,40700
1369,163453,23375,288.895351232661,16645,42600,30300,35700
1374,163657,19448,111.317474786897,14228,43700,33900,39600
1376,163851,25092,222.634949573794,18706,54200,40000,46800
1377,163912,30817,222.634949573794,20512,55200,38600,44200
1379,164076,19718,198.441951720108,12621,55100,41900,49000
1385,164313,13093,82.9898278696982,8074,31400,26300,29600
1399,164775,15428,127.781859391092,8309,34900,29000,31600
1406,165024,19576,257.47201834996,14071,47900,37500,42200
1407,165033,11481,87.389518539847,6765,35100,29500,33100
1409,165112,14016,111.317474786897,8507,39500,31900,36100
1411,165194,13918,127.219971185025,8661,35900,28600,33500
1427,165820,22908,256.973740129485,16324,47400,37700,43200
1428,165866,23678,265.041606635469,16513,49000,38100,44400
1432,165981,13598,88.0680250528338,9088,36300,29100,31900
1438,166133,13231,87.4637301897049,8175,34900,28200,32400
1444,166513,22152,251.301849747486,14071,57200,45700,52200
1445,166629,26579,241.325683673727,16197,57700,44200,51600
1446,166638,28706,232.960970568312,17817,53700,42600,48600
1447,166647,12014,68.910817725222,7051,44900,34400,41400
1449,166674,30744,273.04586315586,23799,40700,31200,36900
1451,166692,30709,265.041606635469,21604,96000,75200,84600
1455,166823,13741,106.016642654187,8126,38800,31200,35200
1458,166887,10319,77.2967341591683,4478,39200,33800,35600
1461,166957,13721,108.688262049073,7963,36400,31600,34400
1467,167288,23508,251.789526303696,15906,38300,30100,34800
1469,167312,13659,95.414978388769,8277,38600,31000,34800
1471,167376,11792,95.414978388769,8370,37200,30400,33700
1475,167525,19323,147.08749001842,14828,45600,40000,43400
1476,167534,12932,175.722585199316,8260,39200,33300,35900
1480,167729,25446,265.041606635469,17497,47100,39300,43200
1486,167905,14468,69.6529342238014,9727,36500,30400,33100
1487,167987,29588,265.041606635469,20910,51500,41100,47200
1495,168263,24422,238.081574408509,19589,48900,37500,43800
1499,168430,18674,206.732453175666,13627,52400,41000,46800
1505,168607,10112,95.669418331139,3893,35900,28600,31900
1509,168883,14568,133.771799701054,8471,33400,27100,27600
1515,169248,26085,286.244935166307,16810,46200,37600,42400
1516,169275,10960,137.821635450444,6787,31300,24900,28100
1524,169521,10972,116.385070305767,2884,34600,28200,31500
1529,169798,25802,265.041606635469,16445,43900,35300,40100
1531,169910,24295,222.634949573794,13010,49600,40300,46100
1532,169974,12917,114.43436408093,7575,32100,27400,29900
1534,169992,13139,115.8231820997,8059,32400,28900,31200
1537,170055,13840,95.414978388769,8940,34400,27300,31500
1538,170082,24861,259.74077450276,17210,47200,37700,42800
1540,170240,9436,151.073715782217,3082,35700,28600,32200
1543,170444,18346,147.098091682685,11109,34100,28000,32100
1545,170541,10439,102.825541710296,4291,34300,28100,32500
1546,170550,12287,180.228292512119,6632,34500,28300,31800
1547,170587,12621,138.531946956227,6333,29800,26100,28100
1549,170620,14500,95.414978388769,8432,27200,26400,27100
1550,170639,24374,246.488694170986,14035,42000,33000,36900
1551,170657,10192,134.641136170818,4844,36100,29100,33400
1554,170790,10512,63.6099855925127,5822,37300,29900,32700
1557,170976,31300,206.732453175666,17086,79000,55900,68200
1559,171100,20623,246.488694170986,10925,63200,45200,52700
1560,171128,30572,264.935589992815,15864,66800,54000,58400
1561,171137,21531,238.537445971922,11905,56200,41800,46900
1562,171146,21703,265.041606635469,13218,44500,36800,42300
1563,171155,13989,145.772883649508,8409,32800,27700,30400
1564,171225,9721,130.358063807589,5007,35500,29800,32000
1565,171234,13356,174.927460379409,6371,30900,26500,28700
1566,171304,10571,96.7401864219464,6411,32100,27100,30200
1567,171395,11036,148.423299715862,4724,31100,25300,27200
1568,171456,24567,227.660138435602,16583,39800,32000,35900
1569,171483,12998,132.520803317734,5839,34300,27600,31800
1571,171535,10429,96.528153136638,4568,35800,28700,32200
1572,171571,23229,241.187862038277,12729,48100,39700,45400
1580,172051,22586,265.041606635469,15335,42700,35400,39800
1581,172200,10282,111.317474786897,7177,36200,31000,34100
1583,172291,12379,124.56955511867,5238,34600,29900,32600
1584,172307,15419,116.183638684724,8889,32200,25200,26600
1591,172617,9494,141.108151372723,2995,34600,28900,31700
1592,172635,9928,127.877274369481,3607,28900,24100,27100
1593,172644,25657,225.285365640149,14728,52300,37900,44300
1594,172671,10082,96.3585265083913,4012,32400,26300,29600
1596,172699,26409,277.636383782787,19195,50500,35300,42400
1599,172918,18376,127.219971185025,13868,40200,36900,39800
1600,172954,17315,116.618306919606,13042,42700,36000,38600
1601,172963,15434,143.122467583153,11935,41200,34800,38800
1603,173063,14240,127.219971185025,9362,36700,32200,34700
1604,173115,18269,159.024963981281,13412,37600,32400,33600
1605,173124,21352,209.38286924202,16476,44000,37000,40400
1608,173203,16872,116.618306919606,12802,37700,31900,35700
1612,173416,15595,116.618306919606,11901,42300,39200,39700
1614,173461,18516,135.436260990724,14687,41600,34300,38000
1616,173559,14684,127.219971185025,10470,39200,34600,37000
1617,173638,16657,116.480485284156,11980,37900,33100,35500
1621,173708,16251,121.208827546532,11655,39500,34700,37100
1622,173735,14734,127.219971185025,10069,39900,36300,37200
1624,173799,15176,148.052241466573,10552,43800,36400,42300
1625,173805,17560,111.317474786897,13252,40300,33000,36900
1628,173911,14616,127.219971185025,10438,38000,31800,35400
1629,173920,21060,223.758725985928,17488,48400,38800,44200
1631,173993,16593,113.967890853251,12231,36800,36600,37100
1632,174020,23914,181.288458938661,17718,51700,44600,48600
1633,174066,27508,206.732453175666,17419,61200,46000,54400
1634,174075,23749,217.334117441085,10434,49100,42500,43000
1636,174136,17465,190.342280221328,12328,37700,31500,36600
1639,174233,25227,233.491053781583,17313,56300,40900,49100
1640,174251,24552,201.378612721629,11035,44400,34900,39000
1642,174358,22319,212.033285308375,17653,44900,36300,40300
1643,174376,14693,156.374547914927,10367,43300,35600,39900
1644,174428,16198,127.219971185025,11281,43400,34800,39900
1646,174473,16627,127.219971185025,12493,42100,34200,37600
1650,174570,15773,152.579152107907,11006,34000,32800,32500
1652,174738,18054,156.300336265069,14005,40700,33200,37300
1654,174756,13053,127.219971185025,9024,42100,35300,39100
1655,174783,19875,223.249846101188,14300,48600,38000,43400
1665,175041,17378,115.8231820997,11626,36000,29300,33700
1666,175078,20989,217.334117441085,13683,41400,34900,37200
1669,175157,18113,127.219971185025,14143,39300,31100,35800
1671,175236,15881,127.219971185025,11477,35900,32900,35300
1672,175263,20388,137.514187186747,15897,37700,33500,34200
1673,175272,22312,227.935781706503,17546,48600,40000,43100
1675,175315,14530,151.073715782217,10228,40500,32900,37100
1676,175342,22940,286.244935166307,16206,35000,26900,31900
1681,175573,10899,78.8233738133886,3483,33300,25700,29100
1682,175616,21105,216.167934371889,14377,37600,32400,34400
1683,175643,11840,58.3091534598033,5215,33000,27300,29400
1684,175652,12663,95.4785883743615,6934,30100,25600,28800
1687,175786,9560,99.3481958312394,2622,30900,24900,28600
1688,175810,12304,98.3198343974938,5936,32200,26000,29400
1689,175829,11175,80.9013000094107,5271,30900,25600,29300
1690,175856,24637,323.03271016731,15290,33700,27800,31200
1691,175883,10976,66.6950698937495,4585,33300,25700,30400
1692,175935,12094,58.5317884093771,6293,31600,26400,27500
1695,176017,25492,212.033285308375,12454,56600,41300,50500
1696,176035,20480,159.024963981281,11952,38900,33100,33100
1697,176044,20315,301.225086773343,10096,27200,22500,25600
1700,176071,13931,106.016642654187,9290,32400,26700,30500
1701,176080,25795,234.742050164902,15891,47400,37100,43200
1702,176169,13198,103.069379988401,6779,32300,26000,30600
1703,176178,11781,68.910817725222,7133,31900,26000,29800
1704,176239,11917,103.366226587833,5070,33400,28300,30600
1708,176372,24119,238.537445971922,13863,42700,33500,38200
1722,176965,20098,222.634949573794,13953,42600,35100,38800
1730,177135,10938,95.414978388769,5291,31000,26100,28800
1733,177250,12257,100.715810521478,6782,32200,26600,30700
1739,177472,12404,110.819196566422,8710,32700,26900,30200
1741,177551,18565,274.901154402309,11570,30900,23800,24900
1744,177676,13583,98.4364527044134,8718,34700,28000,30200
1752,177940,20912,306.123055663967,10714,34600,27000,30300
1754,177977,16273,116.46988361989,13336,44400,40400,47600
1756,177995,12764,106.790564145563,6518,34500,29200,31800
1762,178217,15293,111.317474786897,9663,29900,25700,28200
1764,178341,16181,203.276310625139,9607,38100,31300,34200
1766,178387,20013,211.694032051882,13220,38200,31300,34400
1767,178396,27518,217.334117441085,17899,56600,42700,49600
1768,178402,22643,198.781204976602,13296,57200,44400,50000
1769,178411,23352,246.488694170986,12682,72400,57200,65400
1770,178420,24972,212.033285308375,11462,49200,38700,44400
1771,178448,12417,112.992537740833,6962,32100,26900,28800
1774,178615,21858,222.634949573794,11216,50500,36000,45600
1775,178624,20745,227.935781706503,13398,43700,34000,37700
1790,179308,12296,71.2961921849413,6624,31800,25100,28400
1793,179344,14166,106.016642654187,7982,31800,27000,27100
1795,179539,12392,111.317474786897,6419,33500,27200,30800
1797,179557,21219,227.935781706503,13321,41400,31800,35300
1798,179566,22720,233.151800525089,16625,44500,34300,40700
1799,179645,16621,106.016642654187,9605,29700,24600,27700
1800,179715,15809,111.317474786897,9442,32600,29100,30000
1810,180081,15702,198.781204976602,12079,52100,48100,51400
1813,180151,15059,100.185727308207,10064,36800,30300,34100
1815,180179,17260,193.04570460901,14676,38700,34300,37300
1816,180197,14260,111.317474786897,8874,33500,30100,32200
1821,180276,17605,154.572264989805,12387,39600,30400,36800
1823,180373,13062,121.919139052316,9006,43100,34500,36900
1824,180416,21266,198.781204976602,15789,52100,48100,51400
1825,180461,22358,238.537445971922,19413,48900,38000,43300
1826,180489,20680,237.47727954538,13799,43300,33900,38700
1827,180522,15637,196.130788910247,13009,40400,37100,40500
1829,180647,11497,137.005307302006,6890,29900,23200,24000
1830,180692,18488,222.634949573794,12938,36700,29300,33700
1835,180902,12804,84.7285008092269,8690,32800,28500,31200
1836,180948,22078,200.106413009779,15260,43000,35700,39000
1844,181215,23361,206.732453175666,16611,45800,36300,40600
1846,181303,9378,87.1138752689461,4915,33800,29600,32500
1847,181312,12609,105.96363433286,6076,35200,29200,31400
1849,181394,19834,201.431621042956,13452,49300,38600,44000
1853,181464,24616,222.634949573794,16764,52700,39900,45500
1854,181491,13351,116.618306919606,8898,38400,33100,34000
1855,181534,21534,231.911405806035,15652,39600,33800,37100
1858,181640,11881,116.618306919606,8818,40200,33100,36800
1860,181765,17927,222.634949573794,12832,52700,39900,45500
1861,181783,20255,201.431621042956,14469,40300,33700,38200
1862,181817,13289,95.414978388769,6376,33800,29000,31600
1866,182005,13090,84.8133141233502,6904,37400,31800,34600
1868,182281,19519,206.202369962395,12906,49600,39300,45700
1869,182290,23594,200.604691230254,14953,56300,41600,48600
1870,182306,12124,166.976212180345,7758,37300,32900,34200
1872,182500,13898,116.618306919606,4863,38000,31600,35100
1873,182564,18459,111.317474786897,10637,35800,29800,35500
1887,183044,34157,284.273025612939,21699,57700,44900,50800
1888,183062,29113,272.982253170268,19627,45800,36100,41100
1889,183071,26036,284.273025612939,16665,57700,44900,50800
1890,183080,28186,275.643270900888,20086,45600,35100,41100
1891,183099,22652,155.314381488385,20268,41700,34000,39300
1892,183105,20304,116.618306919606,16277,37300,31000,35100
1895,183132,18789,159.661063837206,15772,39600,34700,39200
1896,183141,18291,116.618306919606,15473,40000,33000,37500
1902,183257,16088,165.226937576551,11615,39300,36400,39800
1906,183655,14739,100.715810521478,8302,32100,25300,29200
1908,183743,15389,127.219971185025,9912,42500,30700,37300
1912,183859,15185,127.219971185025,8414,39700,30700,33800
1913,183877,11647,111.317474786897,6402,39700,30800,35000
1915,183938,11230,125.640323209477,5343,37000,29500,33600
1920,184180,14103,95.414978388769,9650,43200,33900,41500
1921,184205,12958,127.219971185025,8975,38900,30700,35500
1931,184782,31040,217.334117441085,22978,55400,39800,49000
1932,184791,11531,127.219971185025,8269,38900,30700,35500
1936,184995,12240,111.317474786897,4717,34500,26200,29300
1937,185129,25165,196.130788910247,13718,46000,37200,41200
1939,185262,25272,246.488694170986,17510,48400,38000,43400
1942,185509,18588,111.317474786897,12416,38500,28600,33300
1943,185536,18524,103.366226587833,12402,42600,30700,37200
1945,185590,23180,233.236613839213,13705,52400,38200,45800
1950,185828,29862,222.634949573794,17093,70300,54800,61000
1951,185873,17080,118.208556559419,11598,39600,31100,35500
1954,186034,14142,79.8941419041959,7933,32200,25600,29700
1959,186201,23579,222.634949573794,15232,56300,43100,49700
1962,186371,26094,227.935781706503,12755,68100,48200,58000
1963,186380,24777,227.935781706503,15365,68100,48200,58000
1964,186399,25808,227.935781706503,12807,68100,48200,58000
1968,186469,17036,100.715810521478,10442,34500,30400,33400
1972,186645,12975,111.317474786897,7065,45000,34300,39900
1974,186876,28450,217.334117441085,18724,50700,37300,42400
1978,187134,24171,246.488694170986,17138,64900,49000,57000
1979,187198,16441,159.989715429434,12499,37100,29700,34900
1980,187444,24404,236.777569703863,17225,49100,37300,42600
1982,187532,10194,70.0982041229489,3663,34000,26700,31000
1984,187620,11603,181.235450617334,4998,40300,29700,34800
1985,187639,10386,76.8620659242861,3927,32300,25700,28700
1986,187648,14319,174.927460379409,4994,34800,29200,32600
1987,187666,11654,174.927460379409,4455,34800,29200,32600
1989,187897,20543,120.848370961508,12305,37800,29600,33000
1990,187903,8835,119.936627834682,6234,38900,29700,36500
1991,187912,16920,58.3091534598033,3917,48200,36700,44000
1992,187958,11577,195.600705696976,7122,43900,32600,39000
1993,187967,20876,202.332762505517,11364,58500,49000,59900
1994,187976,13466,195.600705696976,9755,43900,32600,39000
1995,187985,20184,195.600705696976,15070,43900,32600,39000
1996,187994,13103,181.235450617334,5389,40300,29700,34800
1997,188003,12622,181.235450617334,5159,40300,29700,34800
1998,188021,12410,181.235450617334,4961,40300,29700,34800
1999,188030,19510,181.235450617334,9979,40300,29700,34800
2000,188049,13729,195.600705696976,8867,43900,32600,39000
2001,188058,13159,63.6099855925127,9158,30000,25500,28500
2002,188100,12397,103.366226587833,4546,36700,29000,34200
2003,188137,13770,140.323628217083,6060,35000,28900,32600
2007,188225,16304,195.600705696976,12367,43900,32600,39000
2010,188304,20707,243.838278104632,14023,35800,29400,31600
2013,188438,13763,152.080873887432,7425,36000,28900,33500
2041,189547,13843,127.219971185025,7410,35100,27600,30500
2048,189839,12932,127.219971185025,6173,34600,27900,31500
2054,190053,13412,140.472051516798,7342,35500,27700,33200
2060,190169,12411,127.219971185025,5742,37600,31300,32500
2066,190442,12842,127.219971185025,6818,35700,28200,32100
2069,190512,13712,122.046359023501,1936,63600,47500,55000
2070,190521,13054,80.2970051462818,5065,40300,28500,35000
2071,190530,12151,88.884353201271,3970,38700,27500,33100
2072,190549,13795,116.618306919606,2393,48800,36900,43400
2073,190558,14963,152.133882208759,5581,47500,33900,41700
2074,190567,13782,127.113954542371,2061,50900,36800,44800
2076,190585,14724,89.4992497286653,6933,35000,28300,32700
2077,190594,13636,116.618306919606,2124,51800,39300,45600
2078,190600,13895,116.618306919606,2254,50000,33800,40800
2079,190619,14331,75.2718162844733,6358,41300,28800,35100
2080,190628,14989,78.5265272139569,7304,39200,29000,34200
2081,190637,13682,116.088223706335,2615,47500,36700,43100
2082,190646,14811,116.491086948421,5993,39400,30000,35000
2083,190655,13703,111.667329707656,3476,44700,32900,39500
2084,190664,13761,109.175938605282,2933,52900,37200,45400
2085,190673,13415,91.1743126826015,5509,41700,29200,35800
2087,190691,13567,116.618306919606,3239,45300,33600,39700
2093,190840,14407,106.430107560539,8330,37200,30700,36000
2096,191083,11426,98.0653944551237,6059,36700,29200,32600
2097,191126,17027,127.219971185025,8985,53900,43200,47800
2098,191199,16712,137.556593843808,11811,34300,27400,30900
2101,191302,14231,128.545179218202,8881,35400,28500,32700
2104,191339,13930,123.212542092697,7306,33800,28400,30400
2108,191612,14530,120.487914376484,8096,34500,25400,31000
2113,191719,13683,112.642682820074,8994,40400,31900,36300
2119,191986,16464,116.512290276952,9384,35200,27900,30900
2121,192022,17672,127.219971185025,10925,35900,27400,30900
2151,193283,14536,116.618306919606,8096,34600,28400,32400
2154,193326,14013,103.366226587833,6973,35500,28100,32400
2159,193478,12558,111.317474786897,5548,43900,32900,38400
2170,193946,11918,117.031771825957,6309,36600,30000,34800
2173,194028,18527,127.219971185025,13236,33900,28800,31700
2179,194222,13198,106.016642654187,6038,36300,28100,32200
2180,194240,11553,127.219971185025,5465,40100,31600,34700
2199,195058,16269,90.0823412632634,10866,42900,32300,40400
2211,195322,12037,117.137788468612,5279,35100,27700,31500
2221,195988,17183,107.606892294,11065,33900,26700,28600
2222,196006,24734,145.772883649508,17248,45500,34600,41100
2223,196015,20316,212.033285308375,11998,39600,31500,34700
2224,196024,24768,160.933263549057,17112,40800,33300,37000
2225,196033,25031,169.870466524805,16366,39500,29700,34100
2226,196042,15236,156.035294658433,6934,55800,44800,49800
2227,196051,26314,198.696391662478,17685,38400,29800,35000
2228,196060,26681,206.732453175666,17568,57600,41000,48500
2229,196079,27411,196.130788910247,19307,68100,47700,57100
2230,196088,26550,201.431621042956,19344,62100,46100,54400
2231,196097,25860,193.247136230053,16357,62600,44000,52800
2232,196103,29020,116.618306919606,21248,49800,36000,42200
2233,196112,18402,182.878708578474,10309,55900,45200,48200
2234,196121,22929,212.033285308375,16720,45500,36200,41300
2235,196130,18970,222.931796173226,9945,42200,33700,37800
2236,196149,25424,227.935781706503,19273,49200,38100,45000
2237,196158,24184,257.090358436405,15792,44700,32900,38500
2238,196167,26361,206.732453175666,19345,53400,39400,47600
2239,196176,25446,198.781204976602,16664,48700,36000,42000
2240,196185,25943,210.040172426476,18751,46700,35600,41300
2241,196194,24314,221.362749861944,14582,47100,35800,40500
2242,196200,23895,257.090358436405,14510,41300,31100,36400
2243,196219,28021,223.345261079577,19559,41300,31300,37600
2245,196237,15718,158.993158988485,6352,47500,37200,43300
2246,196246,25919,224.712875769816,16227,46200,34800,40500
2248,196264,18280,198.569171691293,11469,46800,42200,45100
2249,196291,27369,246.488694170986,21828,86200,66500,68900
2256,196565,17411,166.976212180345,11673,34600,27600,31800
2261,196699,13079,106.016642654187,5502,35600,30800,34900
2265,197027,9715,93.6445004564441,6627,98600,78600,91500
2275,197294,15328,110.257308360355,9622,43400,32200,39300
2287,197869,20133,214.482269753687,13897,43600,34300,38100
2288,197887,13429,164.622642713422,7419,31600,26700,29900
2294,198039,14080,127.219971185025,9625,29600,25000,26600
2298,198118,11536,92.7645623224143,6335,29700,25600,26700
2300,198154,12755,100.715810521478,4563,31600,26900,29800
2303,198233,16284,52.3510181426379,6994,30700,26200,28900
2305,198260,11890,84.0181893034438,5750,31700,25800,29500
2310,198376,14341,111.317474786897,6088,29000,25600,26000
