,UNITID,CIPCODE,CREDLEV,DEBT_ALL_STGP_ANY_MEAN,EARN_MDN_HI_1YR,EARN_MDN_HI_2YR,EARN_NE_MDN_3YR,EARN_CNTOVER150_3YR,EARN_COUNT_NE_3YR,employment_rate,rate_over85
75097,163453.0,904,3,31816.0,27105.0,29202.0,32308.0,63.0,85.0,0.7411764705882353,0
75102,163453.0,909,3,31256.0,28880.0,35060.0,35090.0,35.0,44.0,0.7954545454545454,0
75114,163453.0,1313,3,35276.0,31618.0,30870.0,36813.0,45.0,58.0,0.7758620689655172,0
75120,163453.0,1408,3,26161.0,53157.0,61218.0,69960.0,25.0,32.0,0.78125,0
75121,163453.0,1410,3,31967.0,71597.0,65964.0,77832.0,64.0,77.0,0.8311688311688312,0
75134,163453.0,2601,3,28697.0,24942.0,27500.0,30057.0,27.0,39.0,0.6923076923076923,0
75160,163453.0,4407,3,36749.0,28414.0,30771.0,38641.0,26.0,63.0,0.4126984126984127,0
75170,163453.0,4511,3,30004.0,35302.0,30409.0,33194.0,57.0,74.0,0.7702702702702703,0
75192,163453.0,5203,3,25980.0,42606.0,45383.0,50496.0,36.0,46.0,0.782608695652174,0
75247,163462.0,4227,3,21934.0,32282.0,37748.0,39690.0,18.0,23.0,0.782608695652174,0
75253,163462.0,4504,3,24899.0,38014.0,37363.0,52851.0,50.0,58.0,0.8620689655172413,1
75261,163462.0,5201,3,21056.0,48539.0,45249.0,54696.0,79.0,95.0,0.8315789473684211,0
75266,163462.0,5203,3,19547.0,53097.0,56157.0,56969.0,26.0,33.0,0.7878787878787878,0
75279,163541.0,1204,1,15098.0,15736.0,15141.0,10947.0,42.0,125.0,0.336,0
75306,163578.0,2401,3,29535.0,45490.0,41725.0,44451.0,21.0,22.0,0.9545454545454546,1
75330,163578.0,5138,3,28005.0,69869.0,71295.0,74318.0,112.0,126.0,0.8888888888888888,1
75378,163657.0,2401,2,16393.0,30674.0,25774.0,38636.0,65.0,130.0,0.5,0
75408,163657.0,5109,2,17822.0,56340.0,58866.0,66256.0,33.0,38.0,0.868421052631579,1
75413,163657.0,5138,2,22647.0,67287.0,66076.0,74944.0,44.0,67.0,0.6567164179104478,0
75431,163754.0,1204,1,12353.0,18684.0,20886.0,29831.0,29.0,40.0,0.725,0
75433,163851.0,301,3,20641.0,27801.0,27874.0,32971.0,35.0,48.0,0.7291666666666666,0
75435,163851.0,901,3,21796.0,31057.0,35995.0,43989.0,156.0,191.0,0.8167539267015707,0
75436,163851.0,1101,3,24049.0,57634.0,74576.0,82316.0,33.0,34.0,0.9705882352941176,1
75437,163851.0,1104,3,21505.0,48581.0,57564.0,64056.0,56.0,64.0,0.875,1
75443,163851.0,1312,3,21130.0,44340.0,44567.0,45385.0,105.0,120.0,0.875,1
75445,163851.0,1313,3,23650.0,37319.0,38829.0,44782.0,32.0,38.0,0.8421052631578947,0
75452,163851.0,2301,3,22311.0,32789.0,30228.0,31819.0,40.0,59.0,0.6779661016949152,0
75454,163851.0,2401,3,24902.0,31106.0,32124.0,39594.0,36.0,50.0,0.72,0
75455,163851.0,2601,3,21370.0,32871.0,31964.0,37450.0,82.0,115.0,0.7130434782608696,0
75464,163851.0,3105,3,23110.0,29002.0,27517.0,40252.0,59.0,78.0,0.7564102564102564,0
75471,163851.0,4201,3,21427.0,24359.0,30698.0,40385.0,94.0,139.0,0.6762589928057554,0
75474,163851.0,4407,3,24254.0,32560.0,29487.0,45095.0,36.0,122.0,0.29508196721311475,0
75477,163851.0,4507,3,23710.0,34932.0,38289.0,46570.0,22.0,27.0,0.8148148148148148,0
75479,163851.0,4510,3,21896.0,28043.0,35060.0,40142.0,20.0,26.0,0.7692307692307693,0
75480,163851.0,4511,3,22026.0,30898.0,33993.0,44610.0,17.0,22.0,0.7727272727272727,0
75487,163851.0,5138,3,23767.0,65403.0,63267.0,65146.0,95.0,100.0,0.95,1
75493,163851.0,5202,3,20531.0,43520.0,48112.0,55702.0,118.0,136.0,0.8676470588235294,1
75495,163851.0,5203,3,22865.0,57698.0,56931.0,66769.0,51.0,66.0,0.7727272727272727,0
75497,163851.0,5208,3,20580.0,50666.0,58221.0,63215.0,49.0,55.0,0.8909090909090909,1
75499,163851.0,5214,3,20414.0,45433.0,44276.0,45661.0,80.0,96.0,0.8333333333333334,0
75500,163851.0,5401,3,21282.0,43857.0,33459.0,36762.0,26.0,33.0,0.7878787878787878,0
75508,163912.0,2601,3,19279.0,31570.0,26121.0,38497.0,27.0,36.0,0.75,0
75518,163912.0,4201,3,20395.0,28686.0,29322.0,34144.0,38.0,56.0,0.6785714285714286,0
75522,163912.0,4506,3,21614.0,43905.0,41565.0,53332.0,36.0,45.0,0.8,0
75533,164076.0,301,3,22647.0,31959.0,32925.0,45704.0,18.0,22.0,0.8181818181818182,0
75538,164076.0,901,3,19726.0,37094.0,40133.0,46646.0,274.0,323.0,0.848297213622291,0
75539,164076.0,907,3,21981.0,24315.0,18771.0,33514.0,48.0,65.0,0.7384615384615385,0
75543,164076.0,1101,3,20364.0,49592.0,55813.0,63731.0,130.0,142.0,0.9154929577464789,1
75547,164076.0,1104,3,23783.0,50680.0,56544.0,61093.0,44.0,45.0,0.9777777777777777,1
75550,164076.0,1107,3,20572.0,67242.0,66821.0,79355.0,48.0,49.0,0.9795918367346939,1
75561,164076.0,1310,3,19023.0,46717.0,46991.0,48962.0,44.0,49.0,0.8979591836734694,1
75564,164076.0,1312,3,19866.0,45925.0,44547.0,45851.0,198.0,224.0,0.8839285714285714,1
75567,164076.0,1313,3,21848.0,45511.0,44675.0,48556.0,71.0,75.0,0.9466666666666667,1
75570,164076.0,1399,3,15576.0,45632.0,44783.0,45247.0,40.0,44.0,0.9090909090909091,1
75576,164076.0,2301,3,21416.0,35552.0,33138.0,37334.0,69.0,98.0,0.7040816326530612,0
75579,164076.0,2601,3,21537.0,31534.0,29829.0,39052.0,97.0,123.0,0.7886178861788617,0
75585,164076.0,2701,3,23088.0,53450.0,54463.0,60119.0,26.0,30.0,0.8666666666666667,1
75591,164076.0,3105,3,21076.0,30593.0,35370.0,42260.0,212.0,276.0,0.7681159420289855,0
75598,164076.0,4005,3,21608.0,40103.0,33993.0,47275.0,28.0,31.0,0.9032258064516129,1
75602,164076.0,4201,3,20438.0,29737.0,30897.0,38392.0,211.0,281.0,0.7508896797153025,0
75611,164076.0,4400,3,20775.0,30574.0,31585.0,36713.0,66.0,92.0,0.717391304347826,0
75616,164076.0,4506,3,18598.0,48606.0,42073.0,51340.0,70.0,77.0,0.9090909090909091,1
75620,164076.0,4510,3,20630.0,31875.0,37568.0,46164.0,51.0,59.0,0.864406779661017,1
75622,164076.0,4599,3,20320.0,35059.0,37018.0,44285.0,203.0,236.0,0.8601694915254238,1
75627,164076.0,5007,3,19086.0,30784.0,33993.0,38185.0,174.0,210.0,0.8285714285714286,0
75629,164076.0,5009,3,22062.0,22552.0,25194.0,29599.0,18.0,29.0,0.6206896551724138,0
75634,164076.0,5100,3,23628.0,38653.0,37568.0,45960.0,33.0,41.0,0.8048780487804879,0
75636,164076.0,5102,3,20563.0,18301.0,29374.0,48131.0,27.0,73.0,0.3698630136986301,0
75640,164076.0,5107,3,24829.0,41539.0,41813.0,47273.0,92.0,103.0,0.8932038834951457,1
75650,164076.0,5138,3,22139.0,67719.0,66984.0,69964.0,251.0,261.0,0.9616858237547893,1
75655,164076.0,5202,3,18945.0,48129.0,49183.0,57825.0,403.0,460.0,0.8760869565217392,1
75658,164076.0,5203,3,22735.0,57822.0,54717.0,62761.0,135.0,152.0,0.8881578947368421,1
75664,164076.0,5401,3,18355.0,35404.0,41937.0,43393.0,51.0,57.0,0.8947368421052632,1
75718,164173.0,1312,3,24091.0,44788.0,44040.0,46964.0,55.0,56.0,0.9821428571428571,1
75726,164173.0,1907,3,30445.0,33385.0,31133.0,36612.0,35.0,49.0,0.7142857142857143,0
75727,164173.0,2203,3,29456.0,35956.0,37568.0,40734.0,33.0,36.0,0.9166666666666666,1
75731,164173.0,2601,3,27347.0,31615.0,35060.0,32254.0,17.0,27.0,0.6296296296296297,0
75735,164173.0,3099,3,30988.0,31430.0,34704.0,40836.0,30.0,36.0,0.8333333333333334,0
75737,164173.0,4201,3,25139.0,28179.0,30988.0,35617.0,26.0,34.0,0.7647058823529411,0
75738,164173.0,4301,3,27154.0,36968.0,35594.0,44627.0,69.0,77.0,0.8961038961038961,1
75743,164173.0,5004,3,29098.0,36774.0,37568.0,40597.0,41.0,48.0,0.8541666666666666,1
75750,164173.0,5138,3,27933.0,68388.0,68163.0,72861.0,163.0,173.0,0.9421965317919075,1
75752,164173.0,5202,3,25143.0,39073.0,42123.0,48673.0,78.0,99.0,0.7878787878787878,0
75753,164173.0,5203,3,22270.0,59351.0,58479.0,63542.0,27.0,28.0,0.9642857142857143,1
75825,164270.0,3105,3,23377.0,34448.0,25658.0,29714.0,17.0,26.0,0.6538461538461539,0
75844,164270.0,5202,3,21688.0,52841.0,51607.0,60220.0,44.0,48.0,0.9166666666666666,1
75865,164313.0,2401,2,8784.0,26433.0,24164.0,29450.0,41.0,79.0,0.5189873417721519,0
75869,164313.0,4301,1,16012.0,50836.0,52941.0,48137.0,16.0,29.0,0.5517241379310345,0
75876,164313.0,5138,2,19425.0,56518.0,56579.0,58970.0,51.0,68.0,0.75,0
75899,164438.0,5202,2,27378.0,45771.0,58402.0,60848.0,41.0,57.0,0.7192982456140351,0
75900,164438.0,5202,3,29765.0,60093.0,53069.0,60225.0,99.0,123.0,0.8048780487804879,0
75992,164447.0,5138,3,38377.0,71294.0,67602.0,69533.0,109.0,112.0,0.9732142857142857,1
76050,164465.0,5401,3,15259.0,43271.0,74576.0,84030.0,19.0,22.0,0.8636363636363636,1
76110,164492.0,5138,3,33454.0,68142.0,72413.0,76231.0,78.0,87.0,0.896551724137931,1
76184,164562.0,5123,3,26073.0,31749.0,36092.0,45486.0,40.0,56.0,0.7142857142857143,0
76189,164562.0,5202,3,25705.0,49376.0,48725.0,57005.0,41.0,46.0,0.8913043478260869,1
76206,164580.0,5202,3,21062.0,61039.0,61600.0,76406.0,376.0,416.0,0.9038461538461539,1
76249,164632.0,4201,3,31482.0,29837.0,33281.0,39122.0,36.0,50.0,0.72,0
76273,164632.0,5202,3,32343.0,54252.0,51065.0,53844.0,85.0,101.0,0.8415841584158416,0
76285,164641.0,4301,3,42738.0,33492.0,36668.0,41869.0,31.0,32.0,0.96875,1
76288,164641.0,5010,3,33019.0,29271.0,33993.0,36767.0,17.0,21.0,0.8095238095238095,0
76293,164641.0,5108,2,35806.0,52962.0,48725.0,54081.0,60.0,65.0,0.9230769230769231,1
76295,164641.0,5138,3,28765.0,82430.0,90637.0,91288.0,24.0,26.0,0.9230769230769231,1
76297,164641.0,5202,3,43481.0,47538.0,46254.0,48721.0,48.0,65.0,0.7384615384615385,0
76334,164720.0,4201,3,34766.0,32929.0,31853.0,36798.0,16.0,19.0,0.8421052631578947,0
76398,164739.0,5202,3,22675.0,60797.0,53699.0,68963.0,97.0,110.0,0.8818181818181818,1
76412,164739.0,5208,3,22258.0,63442.0,64253.0,79263.0,169.0,188.0,0.898936170212766,1
76424,164739.0,5214,3,23211.0,53367.0,54296.0,64400.0,163.0,171.0,0.9532163742690059,1
76448,164748.0,5009,3,23583.0,20512.0,22162.0,23540.0,210.0,388.0,0.5412371134020618,0
76453,164748.0,5010,3,29284.0,20786.0,31914.0,40006.0,43.0,53.0,0.8113207547169812,0
76455,164748.0,5099,3,23689.0,20397.0,16786.0,26596.0,36.0,56.0,0.6428571428571429,0
76471,164775.0,2401,2,14149.0,17294.0,22192.0,24898.0,17.0,43.0,0.3953488372093023,0
76483,164775.0,5138,2,25983.0,59888.0,63005.0,65271.0,27.0,38.0,0.7105263157894737,0
76492,164845.0,1204,1,15496.0,18217.0,16897.0,17469.0,597.0,1320.0,0.45227272727272727,0
76493,164872.0,402,3,44381.0,56964.0,56931.0,67570.0,28.0,29.0,0.9655172413793104,1
76516,164924.0,901,3,16445.0,49055.0,46940.0,56486.0,125.0,154.0,0.8116883116883117,0
76552,164924.0,2301,3,16055.0,36672.0,41667.0,49145.0,89.0,115.0,0.7739130434782608,0
76556,164924.0,2601,3,16741.0,38609.0,33022.0,40135.0,45.0,75.0,0.6,0
76590,164924.0,4201,3,16023.0,37262.0,42682.0,51564.0,82.0,111.0,0.7387387387387387,0
76595,164924.0,4228,3,15352.0,41046.0,42433.0,50512.0,39.0,82.0,0.47560975609756095,0
76622,164924.0,5202,3,15369.0,66885.0,63997.0,68825.0,50.0,56.0,0.8928571428571429,1
76651,164988.0,901,3,22119.0,41873.0,47620.0,57236.0,277.0,314.0,0.8821656050955414,1
76655,164988.0,907,3,21069.0,32475.0,35131.0,45862.0,104.0,140.0,0.7428571428571429,0
76664,164988.0,1107,3,21968.0,82237.0,84994.0,98399.0,80.0,86.0,0.9302325581395349,1
76696,164988.0,1313,3,22309.0,41943.0,42682.0,47289.0,25.0,30.0,0.8333333333333334,0
76717,164988.0,1419,3,22740.0,69404.0,68858.0,76023.0,94.0,113.0,0.831858407079646,0
76741,164988.0,2301,3,22693.0,32854.0,36013.0,39118.0,34.0,49.0,0.6938775510204082,0
76749,164988.0,2601,3,24151.0,30006.0,32391.0,44101.0,37.0,65.0,0.5692307692307692,0
76824,164988.0,4201,3,22859.0,36705.0,34348.0,42739.0,97.0,143.0,0.6783216783216783,0
76853,164988.0,4506,3,21256.0,53654.0,53454.0,67968.0,92.0,109.0,0.8440366972477065,0
76859,164988.0,4509,3,21304.0,38920.0,38797.0,48856.0,128.0,167.0,0.7664670658682635,0
76864,164988.0,4511,3,23246.0,33033.0,42309.0,50146.0,24.0,34.0,0.7058823529411765,0
76892,164988.0,5100,3,22542.0,34542.0,35653.0,48978.0,55.0,93.0,0.5913978494623656,0
76924,164988.0,5202,3,21691.0,60547.0,60597.0,71952.0,458.0,510.0,0.8980392156862745,1
76930,164988.0,5209,3,21798.0,46076.0,47650.0,56144.0,57.0,69.0,0.8260869565217391,0
76941,164988.0,5401,3,23436.0,37151.0,29995.0,33721.0,28.0,34.0,0.8235294117647058,0
77044,165024.0,901,3,25144.0,33791.0,34554.0,41212.0,148.0,192.0,0.7708333333333334,0
77045,165024.0,1107,3,27477.0,52602.0,60623.0,66570.0,33.0,36.0,0.9166666666666666,1
77052,165024.0,1310,3,23733.0,40859.0,36938.0,43079.0,36.0,51.0,0.7058823529411765,0
77057,165024.0,1312,3,26780.0,36336.0,35823.0,42880.0,68.0,107.0,0.6355140186915887,0
77061,165024.0,1313,3,25967.0,33863.0,34704.0,39289.0,135.0,168.0,0.8035714285714286,0
77069,165024.0,2301,3,25606.0,31432.0,33138.0,38875.0,118.0,154.0,0.7662337662337663,0
77071,165024.0,2601,3,25957.0,36843.0,38829.0,44197.0,71.0,91.0,0.7802197802197802,0
77073,165024.0,2701,3,23848.0,41918.0,44077.0,48596.0,48.0,57.0,0.8421052631578947,0
77077,165024.0,4005,3,25991.0,42643.0,44170.0,49769.0,17.0,18.0,0.9444444444444444,1
77081,165024.0,4201,3,25719.0,33990.0,32439.0,38176.0,212.0,288.0,0.7361111111111112,0
77084,165024.0,4301,3,24877.0,36273.0,38412.0,44955.0,243.0,284.0,0.8556338028169014,1
77088,165024.0,4407,3,28011.0,38204.0,37018.0,40754.0,65.0,91.0,0.7142857142857143,0
77092,165024.0,4506,3,25758.0,38036.0,43426.0,45418.0,31.0,41.0,0.7560975609756098,0
77094,165024.0,4510,3,22797.0,35807.0,33281.0,45036.0,30.0,44.0,0.6818181818181818,0
77095,165024.0,4511,3,28062.0,34668.0,33637.0,32302.0,45.0,61.0,0.7377049180327869,0
77096,165024.0,4901,3,26639.0,39151.0,41565.0,53648.0,31.0,34.0,0.9117647058823529,1
77099,165024.0,5007,3,25520.0,34835.0,29413.0,36896.0,65.0,81.0,0.8024691358024691,0
77113,165024.0,5203,3,26621.0,44074.0,46869.0,55780.0,82.0,103.0,0.7961165048543689,0
77117,165024.0,5213,3,25664.0,42273.0,44371.0,50098.0,276.0,317.0,0.8706624605678234,1
77121,165024.0,5401,3,26852.0,33257.0,33993.0,40325.0,75.0,94.0,0.7978723404255319,0
77129,165033.0,1101,2,9909.0,30918.0,38289.0,46910.0,22.0,32.0,0.6875,0
77138,165033.0,1312,2,9479.0,22797.0,23649.0,26877.0,29.0,42.0,0.6904761904761905,0
77149,165033.0,1599,2,10814.0,44370.0,46087.0,54428.0,18.0,22.0,0.8181818181818182,0
77155,165033.0,2401,2,9941.0,26688.0,25271.0,29780.0,201.0,371.0,0.5417789757412399,0
77161,165033.0,4301,2,8062.0,30532.0,26850.0,34129.0,44.0,77.0,0.5714285714285714,0
77166,165033.0,4407,2,7439.0,26739.0,26933.0,30700.0,22.0,41.0,0.5365853658536586,0
77172,165033.0,5106,2,14074.0,52089.0,55512.0,54287.0,24.0,26.0,0.9230769230769231,1
77182,165033.0,5138,2,15307.0,64688.0,62012.0,65979.0,32.0,38.0,0.8421052631578947,0
77183,165033.0,5201,2,10234.0,32947.0,29064.0,37342.0,32.0,52.0,0.6153846153846154,0
77185,165033.0,5202,2,9763.0,34945.0,30409.0,43193.0,20.0,57.0,0.3508771929824561,0
77188,165033.0,5204,2,11721.0,26837.0,30409.0,32730.0,35.0,43.0,0.813953488372093,0
77194,165060.0,5138,1,29499.0,58383.0,60298.0,64837.0,61.0,78.0,0.782051282051282,0
77239,165112.0,2401,1,11245.0,28365.0,22809.0,28819.0,30.0,57.0,0.5263157894736842,0
77282,165112.0,5109,2,18989.0,53668.0,51607.0,59825.0,37.0,40.0,0.925,1
77288,165112.0,5138,1,16668.0,50504.0,52607.0,61718.0,23.0,34.0,0.6764705882352942,0
77293,165112.0,5202,2,11990.0,44420.0,29685.0,37993.0,21.0,43.0,0.4883720930232558,0
77396,165194.0,2401,2,9796.0,25411.0,26739.0,33299.0,66.0,143.0,0.46153846153846156,0
77421,165194.0,5106,2,24672.0,54190.0,44595.0,57633.0,27.0,32.0,0.84375,0
77428,165194.0,5138,2,19606.0,59322.0,54252.0,58908.0,45.0,58.0,0.7758620689655172,0
77429,165194.0,5202,2,9875.0,30361.0,31133.0,35140.0,28.0,41.0,0.6829268292682927,0
77437,165255.0,1204,1,11084.0,23361.0,23906.0,23428.0,106.0,198.0,0.5353535353535354,0
77440,165264.0,5109,1,20576.0,52850.0,54254.0,55888.0,30.0,32.0,0.9375,1
77442,165264.0,5138,2,33642.0,62209.0,58447.0,67865.0,96.0,145.0,0.6620689655172414,0
77443,165264.0,5138,3,37897.0,67603.0,74307.0,74752.0,39.0,51.0,0.7647058823529411,0
77483,165334.0,4201,3,23279.0,29287.0,29413.0,38373.0,58.0,97.0,0.5979381443298969,0
77542,165529.0,4201,3,27692.0,30322.0,32162.0,34786.0,35.0,46.0,0.7608695652173914,0
77543,165529.0,4301,3,23549.0,39102.0,38018.0,44181.0,68.0,75.0,0.9066666666666666,1
77551,165529.0,5138,3,30724.0,70185.0,69850.0,73142.0,324.0,344.0,0.9418604651162791,1
77553,165529.0,5199,3,27006.0,38863.0,39369.0,46192.0,21.0,28.0,0.75,0
77554,165529.0,5202,3,27145.0,42708.0,46790.0,50782.0,77.0,87.0,0.8850574712643678,1
77561,165556.0,5108,1,11757.0,26526.0,24580.0,26154.0,1339.0,2066.0,0.6481122942884802,0
77593,165574.0,5202,3,24740.0,34404.0,41565.0,46434.0,23.0,35.0,0.6571428571428571,0
77601,165608.0,5139,1,12451.0,50451.0,49312.0,51082.0,66.0,68.0,0.9705882352941176,1
77602,165635.0,4706,1,20237.0,44824.0,46165.0,53279.0,151.0,182.0,0.8296703296703297,0
77611,165644.0,1312,3,29070.0,30850.0,30926.0,32977.0,67.0,79.0,0.8481012658227848,0
77640,165644.0,5202,3,30089.0,54459.0,51035.0,54318.0,62.0,75.0,0.8266666666666667,0
77648,165662.0,901,3,22208.0,38439.0,28212.0,42141.0,21.0,26.0,0.8076923076923077,0
77650,165662.0,904,3,22751.0,38675.0,38953.0,45255.0,97.0,115.0,0.8434782608695652,0
77660,165662.0,2313,3,22703.0,30525.0,32021.0,38500.0,121.0,148.0,0.8175675675675675,0
77663,165662.0,5005,3,22422.0,22766.0,26799.0,35495.0,101.0,123.0,0.8211382113821138,0
77665,165662.0,5006,3,22329.0,28409.0,29081.0,36700.0,169.0,212.0,0.7971698113207547,0
77674,165671.0,901,3,26365.0,33004.0,37748.0,48212.0,22.0,25.0,0.88,1
77694,165671.0,3099,3,25911.0,40004.0,38018.0,42398.0,39.0,51.0,0.7647058823529411,0
77756,165699.0,2401,3,18774.0,35832.0,28960.0,37716.0,25.0,32.0,0.78125,0
77762,165699.0,3105,3,24329.0,32186.0,39369.0,52907.0,57.0,86.0,0.6627906976744186,0
77764,165699.0,4201,3,22785.0,37351.0,37208.0,41419.0,24.0,33.0,0.7272727272727273,0
77767,165699.0,4301,3,24865.0,43261.0,36560.0,54703.0,34.0,39.0,0.8717948717948718,1
77779,165699.0,5138,3,23874.0,69964.0,69079.0,73987.0,60.0,69.0,0.8695652173913043,1
77784,165699.0,5202,3,23464.0,48946.0,51273.0,60939.0,90.0,116.0,0.7758620689655172,0
77791,165699.0,5209,3,22209.0,41770.0,42682.0,52290.0,54.0,62.0,0.8709677419354839,1
77814,165802.0,4400,3,30184.0,35767.0,34793.0,32617.0,35.0,54.0,0.6481481481481481,0
77826,165802.0,5202,3,32447.0,46000.0,51273.0,54028.0,42.0,59.0,0.711864406779661,0
77841,165820.0,901,3,23763.0,31295.0,32925.0,36855.0,123.0,151.0,0.8145695364238411,0
77861,165820.0,1312,3,20923.0,31215.0,36848.0,39290.0,19.0,21.0,0.9047619047619048,1
77872,165820.0,2301,3,23529.0,31803.0,28381.0,32177.0,31.0,36.0,0.8611111111111112,1
77876,165820.0,2601,3,27151.0,39178.0,34793.0,44801.0,34.0,43.0,0.7906976744186046,0
77881,165820.0,3000,3,24046.0,31519.0,32772.0,38949.0,65.0,82.0,0.7926829268292683,0
77885,165820.0,3105,3,25456.0,31950.0,32032.0,40116.0,21.0,27.0,0.7777777777777778,0
77889,165820.0,4201,3,24340.0,33398.0,30499.0,35363.0,37.0,47.0,0.7872340425531915,0
77894,165820.0,4301,3,22822.0,35607.0,38048.0,51244.0,53.0,61.0,0.8688524590163934,1
77896,165820.0,4400,3,26167.0,33593.0,36166.0,42141.0,39.0,43.0,0.9069767441860465,1
77908,165820.0,5138,3,28763.0,67430.0,66897.0,73957.0,119.0,120.0,0.9916666666666667,1
77912,165820.0,5202,3,25947.0,38965.0,41246.0,49224.0,110.0,129.0,0.8527131782945736,1
77922,165866.0,1099,3,23888.0,31313.0,33352.0,40369.0,49.0,61.0,0.8032786885245902,0
77943,165866.0,1909,3,24910.0,36281.0,31852.0,41534.0,35.0,37.0,0.9459459459459459,1
77944,165866.0,2301,3,25167.0,36562.0,27822.0,33538.0,25.0,33.0,0.7575757575757576,0
77945,165866.0,2401,3,23283.0,35070.0,29685.0,38670.0,23.0,31.0,0.7419354838709677,0
77954,165866.0,4201,3,24938.0,30901.0,32925.0,38613.0,39.0,54.0,0.7222222222222222,0
77959,165866.0,4504,3,24325.0,36904.0,36488.0,43219.0,35.0,39.0,0.8974358974358975,1
77961,165866.0,4507,3,25719.0,27781.0,31673.0,43142.0,23.0,23.0,1.0,1
77963,165866.0,4511,3,25996.0,32803.0,30499.0,39966.0,24.0,30.0,0.8,0
77973,165866.0,5201,3,25482.0,40315.0,36776.0,44886.0,58.0,76.0,0.7631578947368421,0
77995,165884.0,4702,1,9068.0,35361.0,33459.0,37764.0,27.0,36.0,0.75,0
77997,165884.0,4706,2,16408.0,32447.0,34603.0,39872.0,51.0,67.0,0.7611940298507462,0
78052,165936.0,5202,3,22511.0,45771.0,46556.0,51827.0,39.0,46.0,0.8478260869565217,0
78082,165981.0,2401,2,9701.0,18918.0,22824.0,25808.0,24.0,57.0,0.42105263157894735,0
78102,165981.0,5138,2,17834.0,56073.0,57995.0,59704.0,30.0,48.0,0.625,0
78103,165981.0,5139,1,16536.0,50426.0,47729.0,48077.0,27.0,38.0,0.7105263157894737,0
78132,166018.0,2401,3,24744.0,19720.0,19829.0,23704.0,186.0,314.0,0.5923566878980892,0
78376,166027.0,4501,3,24550.0,42926.0,52107.0,62452.0,44.0,59.0,0.7457627118644068,0
78545,166133.0,2401,2,11051.0,22505.0,25058.0,28370.0,128.0,296.0,0.43243243243243246,0
78555,166133.0,4301,2,9019.0,29338.0,42309.0,38323.0,40.0,60.0,0.6666666666666666,0
78575,166133.0,5138,2,21973.0,60257.0,63855.0,67116.0,38.0,54.0,0.7037037037037037,0
78577,166133.0,5202,2,10074.0,29801.0,33281.0,34428.0,51.0,114.0,0.4473684210526316,0
78589,166391.0,901,3,26503.0,35081.0,37808.0,47441.0,74.0,92.0,0.8043478260869565,0
78606,166391.0,3105,3,25834.0,25736.0,36717.0,41453.0,42.0,55.0,0.7636363636363637,0
78608,166391.0,4201,3,26419.0,27266.0,34704.0,37880.0,17.0,21.0,0.8095238095238095,0
78612,166391.0,4504,3,26168.0,41517.0,37478.0,44105.0,29.0,36.0,0.8055555555555556,0
78633,166391.0,5219,3,25457.0,38120.0,36560.0,48759.0,37.0,40.0,0.925,1
78671,166452.0,2401,3,29542.0,36847.0,34704.0,33760.0,33.0,51.0,0.6470588235294118,0
78682,166452.0,4201,3,23399.0,33544.0,27536.0,36289.0,26.0,32.0,0.8125,0
78684,166452.0,4228,3,25149.0,31720.0,32925.0,35478.0,29.0,36.0,0.8055555555555556,0
78696,166452.0,5004,3,22921.0,30949.0,20687.0,37894.0,22.0,32.0,0.6875,0
78706,166452.0,5123,3,21216.0,24820.0,24325.0,28845.0,19.0,34.0,0.5588235294117647,0
78708,166452.0,5202,3,19907.0,47186.0,50606.0,57321.0,25.0,34.0,0.7352941176470589,0
78726,166513.0,1104,3,30502.0,60218.0,61814.0,69753.0,84.0,102.0,0.8235294117647058,0
78727,166513.0,1107,3,25502.0,73995.0,71575.0,92580.0,45.0,48.0,0.9375,1
78746,166513.0,1407,3,27157.0,62760.0,63501.0,77826.0,26.0,31.0,0.8387096774193549,0
78751,166513.0,1408,3,27713.0,59999.0,56544.0,67719.0,37.0,51.0,0.7254901960784313,0
78758,166513.0,1410,3,26691.0,69655.0,66989.0,74462.0,49.0,63.0,0.7777777777777778,0
78762,166513.0,1419,3,26188.0,63402.0,60623.0,73430.0,73.0,84.0,0.8690476190476191,1
78793,166513.0,2301,3,28343.0,29796.0,28753.0,37648.0,26.0,36.0,0.7222222222222222,0
78795,166513.0,2401,3,28719.0,35536.0,30047.0,35855.0,36.0,53.0,0.6792452830188679,0
78796,166513.0,2601,3,24230.0,39628.0,38289.0,62266.0,37.0,49.0,0.7551020408163265,0
78824,166513.0,4201,3,27010.0,33235.0,33382.0,36825.0,72.0,100.0,0.72,0
78831,166513.0,4301,3,24970.0,40247.0,40355.0,47777.0,127.0,153.0,0.8300653594771242,0
78847,166513.0,5007,3,28990.0,30705.0,31851.0,41332.0,19.0,29.0,0.6551724137931034,0
78854,166513.0,5110,3,27123.0,56907.0,59576.0,64641.0,23.0,31.0,0.7419354838709677,0
78865,166513.0,5123,3,23495.0,31365.0,32213.0,39883.0,27.0,41.0,0.6585365853658537,0
78869,166513.0,5138,3,22362.0,66950.0,64706.0,69925.0,67.0,68.0,0.9852941176470589,1
78877,166513.0,5202,3,24487.0,46402.0,43087.0,52454.0,245.0,293.0,0.8361774744027304,0
78895,166629.0,103,3,21230.0,21022.0,24615.0,27625.0,20.0,34.0,0.5882352941176471,0
78913,166629.0,301,3,22726.0,29052.0,27907.0,41950.0,99.0,118.0,0.8389830508474576,0
