,UNITID,STABBR,HIGHDEG,CONTROL,ADM_RATE_ALL,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,MD_EARN_WNE_P10,COMPL_RPY_3YR_RT
30,101587,AL,4,1,0.74333983105912,22525.0,10990.0,20090.0,38617.0,0.5104166667
32,101648,AL,2,1,0.45353982300884,18568.0,9218.0,15218.0,50097.0,0.6436781609
34,101693,AL,4,2,0.64092446448703,37823.0,24855.0,24855.0,43640.0,0.5628140704
35,101709,AL,4,1,0.90086526576019,26709.0,13710.0,26730.0,40439.0,0.6257309942
37,101879,AL,4,1,0.89970674486803,21507.0,10620.0,20220.0,42601.0,0.6903096903
39,101912,AL,4,2,0.71850170261066,37238.0,19990.0,19990.0,41219.0,0.4601226994
42,102049,AL,4,2,0.83874792506521,51314.0,35360.0,35360.0,54742.0,0.8342749529
45,102094,AL,4,1,0.7077938563087,22139.0,8756.0,17012.0,45018.0,0.6317122594
46,102234,AL,4,2,0.71523178807947,56502.0,21100.0,21100.0,51166.0,0.814516129
47,102270,AL,3,2,0.75798319327731,24540.0,11392.0,11392.0,34087.0,0.3584070796
50,102368,AL,4,1,0.95270469997044,21376.0,9312.0,18624.0,41691.0,0.5638020833
51,102377,AL,4,2,0.34197976038152,41991.0,22614.0,22614.0,43878.0,0.6222707424
54,102553,AK,4,1,0.69046925094724,20548.0,8622.0,25228.0,49846.0,0.7915774447
56,102614,AK,4,1,0.64693295292439,19621.0,7248.0,21384.0,46150.0,0.7436823105
57,102632,AK,4,1,0.5625,16275.0,6960.0,21096.0,41500.0,0.730964467
58,102669,AK,4,2,0.96031746031746,38278.0,20760.0,20760.0,47105.0,0.6868686869
69,104151,AZ,4,1,0.86360587857934,26992.0,11348.0,29438.0,58967.0,0.7006873106
71,104179,AZ,4,1,0.87269322792052,27985.0,12736.0,37258.0,59805.0,0.7751378871
78,104586,AZ,4,2,0.72428128523111,56260.0,38966.0,38966.0,82012.0,0.7685950413
81,104717,AZ,4,3,0.82835517213314,31393.0,17800.0,17800.0,38385.0,0.6479820628
87,105330,AZ,4,1,0.78354170554207,28480.0,11896.0,26642.0,50118.0,0.6863436123
94,105589,AZ,4,2,0.99319727891156,44892.0,34701.0,34701.0,37590.0,0.6176470588
100,105899,AZ,3,2,0.75941080196399,47850.0,30624.0,30624.0,44012.0,0.7692307692
103,106245,AR,4,1,0.57686212361331,20260.0,8366.0,18957.0,42973.0,0.7130497477
108,106342,AR,3,2,0.27209492635024,33415.0,30414.0,30414.0,45416.0,0.7478991597
111,106397,AR,4,1,0.82671698816512,23843.0,9574.0,26390.0,54417.0,0.7701102491
112,106412,AR,4,1,0.6752500532028,18873.0,8398.0,15268.0,34777.0,0.5534482759
114,106458,AR,4,1,0.63290488431876,21752.0,7130.0,12698.0,39824.0,0.7110711071
115,106467,AR,4,1,0.94371180443872,19857.0,7900.0,13636.0,40334.0,0.7142857143
118,106546,AR,2,2,0.0,24888.0,12598.0,12598.0,57627.0,0.7505617978
120,106704,AR,4,1,0.9237246161466,21408.0,9563.0,16433.0,43712.0,0.7536764706
121,106713,AR,3,2,0.6160458452722,27262.0,17400.0,17400.0,42333.0,0.7704918033
129,107044,AR,4,2,0.54136363636363,33168.0,22230.0,22230.0,50273.0,0.8066825776
130,107071,AR,4,1,0.75010517458981,25533.0,7560.0,9768.0,40681.0,0.7623188406
131,107080,AR,4,2,0.68301886792452,55218.0,33350.0,33350.0,48230.0,0.8370786517
134,107141,AR,4,2,0.5286783042394,41492.0,28924.0,28924.0,54964.0,0.8238482385
142,107512,AR,4,2,0.7375478927203,41491.0,30140.0,30140.0,46670.0,0.7708333333
145,107558,AR,3,2,0.55370177267987,34732.0,24950.0,24950.0,40448.0,0.7471264368
146,107585,AR,2,1,1.0,13628.0,3216.0,4128.0,33405.0,0.5751072961
157,107877,AR,4,2,0.64098221845893,31252.0,18570.0,18570.0,38840.0,0.5857142857
159,107983,AR,4,1,0.62602204052612,23732.0,9410.0,14630.0,40671.0,0.6818181818
167,108852,CA,2,2,0.71095152603231,47804.0,37230.0,37230.0,25799.0,0.4523809524
175,109651,CA,4,2,0.75560081466395,68087.0,48044.0,48044.0,70731.0,0.7412280702
178,109785,CA,4,2,0.94101336022183,54720.0,41510.0,41510.0,61701.0,0.6573426573
183,110097,CA,4,2,0.60771704180064,57403.0,44382.0,44382.0,53148.0,0.8168604651
189,110361,CA,4,2,0.63732320033776,46274.0,37018.0,37018.0,56253.0,0.6633663366
190,110370,CA,4,2,0.77625570776255,68296.0,52312.0,52312.0,49184.0,0.7046783626
193,110413,CA,4,2,0.81935164563226,55039.0,46012.0,46012.0,65401.0,0.7685185185
194,110422,CA,4,1,0.32999816749129,28843.0,10195.0,28105.0,85801.0,0.9149090909
196,110486,CA,4,1,0.85211610183233,18172.0,7579.0,19459.0,55530.0,0.6259414226
197,110495,CA,4,1,0.94756097560975,17005.0,7644.0,19524.0,58120.0,0.7088274045
198,110510,CA,4,1,0.90970360726047,13365.0,7213.0,19093.0,55258.0,0.5835654596
199,110529,CA,4,1,0.606243632659,22108.0,7439.0,19319.0,67406.0,0.8168567807
200,110538,CA,4,1,0.85472736368184,22469.0,7864.0,19744.0,61010.0,0.780758226
201,110547,CA,4,1,0.89594408936144,14579.0,7060.0,18940.0,49934.0,0.5730788548
202,110556,CA,4,1,0.97275293808679,17014.0,6653.0,18533.0,55534.0,0.7159090909
203,110565,CA,4,1,0.59430660168365,14182.0,6976.0,18856.0,58585.0,0.766270515
204,110574,CA,4,1,0.8235741971207,22134.0,6995.0,18875.0,64188.0,0.7257900102
205,110583,CA,4,1,0.46852000834301,18699.0,6846.0,18726.0,60973.0,0.7737405652
206,110592,CA,4,1,0.90541696608835,13712.0,6785.0,18665.0,54219.0,0.6720142602
207,110608,CA,4,1,0.88104497801826,19641.0,7043.0,18923.0,56375.0,0.7080088988
208,110617,CA,4,1,0.93684488681405,17561.0,7392.0,19272.0,61267.0,0.749219563
209,110635,CA,4,1,0.14440417216841,37510.0,14226.0,43980.0,88046.0,0.8493539237
210,110644,CA,4,1,0.48754591368227,33396.0,14645.0,44399.0,74305.0,0.8821130677
211,110653,CA,4,1,0.28818897637795,30173.0,13775.0,43529.0,76593.0,0.8266571292
212,110662,CA,4,1,0.10773609388553,29153.0,13258.0,43012.0,79826.0,0.8316498316
213,110671,CA,4,1,0.65380088092345,30569.0,13754.0,43508.0,63645.0,0.7271431964
214,110680,CA,4,1,0.34204213336036,32719.0,14700.0,44454.0,82255.0,0.8638862559
216,110705,CA,4,1,0.29178065334481,34738.0,14417.0,44171.0,70326.0,0.7925300588
217,110714,CA,4,1,0.58638463408704,37040.0,14070.0,43824.0,64166.0,0.792998055
223,111081,CA,4,2,0.28976311336717,74931.0,53466.0,53466.0,41120.0,0.6794425087
224,111188,CA,4,1,0.82089552238805,24845.0,7116.0,18996.0,91812.0,0.9361702128
240,111948,CA,4,2,0.60372234733077,71065.0,58634.0,58634.0,64844.0,0.766192733
241,111966,CA,4,2,0.63291139240506,36763.0,14954.0,14954.0,103684.0,0.6
242,112075,CA,4,2,0.81378254211332,53068.0,38740.0,38740.0,59831.0,0.810880829
243,112084,CA,4,2,0.52704257767548,47504.0,34310.0,34310.0,50020.0,0.5962732919
253,112394,CA,4,3,0.5064935064935,35103.0,21784.0,21784.0,55079.0,0.5714285714
271,113698,CA,4,2,0.92932862190812,66179.0,47910.0,47910.0,71134.0,0.8181818182
278,114354,CA,4,3,0.35973154362416,52083.0,32645.0,32645.0,46231.0,0.7114485981
288,114813,CA,4,2,0.77862595419847,38688.0,33452.0,33452.0,55044.0,0.6297420334
303,115728,CA,4,2,0.95305832147937,54556.0,40904.0,40904.0,67068.0,0.6258064516
305,115755,CA,4,1,0.91458719520889,24219.0,7864.0,19744.0,46266.0,0.6840301576
315,117104,CA,4,2,0.93965517241379,31462.0,18300.0,18300.0,40331.0,0.6086956522
316,117140,CA,4,2,0.71942446043165,60612.0,45850.0,45850.0,62629.0,0.6240506329
317,117168,CA,4,2,0.83304647160068,53081.0,33600.0,33600.0,55170.0,0.68
326,117627,CA,4,2,0.6606749816581,46046.0,34218.0,34218.0,60858.0,0.612244898
335,117751,CA,4,2,0.6698024459078,43385.0,28870.0,28870.0,53478.0,0.8269230769
340,117946,CA,4,2,0.45823050669467,59539.0,53526.0,53526.0,71771.0,0.8088560886
349,118693,CA,3,2,0.69775070290534,64663.0,47425.0,47425.0,64817.0,0.7894736842
352,118888,CA,4,2,0.79811097992916,47187.0,30950.0,30950.0,57423.0,0.7433628319
362,119173,CA,4,2,0.90116959064327,56544.0,45388.0,45388.0,72991.0,0.720685112
364,119270,CA,3,3,0.78571428571428,40208.0,24795.0,24795.0,31511.0,0.4418604651
367,119605,CA,4,2,0.54545454545454,18576.0,13320.0,13320.0,66998.0,0.5781584582
369,119775,CA,4,3,0.6084656084656,55686.0,29427.0,29427.0,62773.0,0.5714285714
376,120254,CA,3,2,0.3824480369515,72382.0,58426.0,58426.0,68355.0,0.8942307692
379,120403,CA,4,2,0.79816112084063,66930.0,50950.0,50950.0,51787.0,0.7544378698
381,120537,CA,4,2,0.3997233748271,44331.0,35450.0,35450.0,43659.0,0.6447368421
387,120865,CA,4,2,0.57730263157894,45003.0,32103.0,32103.0,67209.0,0.7368421053
388,120883,CA,4,2,0.79304650949454,57004.0,52352.0,52352.0,80965.0,0.7924528302
392,121150,CA,4,2,0.52711935892028,77912.0,59702.0,59702.0,78224.0,0.7781420765
393,121257,CA,3,2,0.18307943416757,58504.0,57978.0,57978.0,64269.0,0.8736842105
395,121309,CA,4,2,0.83660130718954,52834.0,39500.0,39500.0,64114.0,0.846737481
402,121691,CA,4,2,0.82968499733048,62643.0,54066.0,54066.0,68726.0,0.7556346382
415,122409,CA,4,1,0.3790422701744,16194.0,8136.0,20016.0,61522.0,0.7221256039
416,122436,CA,4,2,0.52701382102471,68002.0,52864.0,52864.0,78234.0,0.8493031359
418,122506,CA,4,2,0.46445497630331,69637.0,50800.0,50800.0,30576.0,0.6511627907
419,122597,CA,4,1,0.92915001620045,23297.0,7304.0,19184.0,64797.0,0.7218063872
420,122612,CA,4,2,0.70923475773288,72280.0,53472.0,53472.0,83794.0,0.7815699659
425,122728,CA,4,2,0.77777777777777,51573.0,37000.0,37000.0,52890.0,0.7149758454
427,122755,CA,4,1,0.84366479419204,24198.0,7852.0,19732.0,72635.0,0.8345864662
431,122931,CA,4,2,0.53982668566001,72321.0,55860.0,55860.0,99012.0,0.9023809524
442,123457,CA,4,2,0.66946484784889,49249.0,35900.0,35900.0,47218.0,0.7169811321
447,123554,CA,4,2,0.70082316207777,61577.0,51768.0,51768.0,71724.0,0.8426470588
449,123572,CA,4,1,0.93734666918286,16072.0,7988.0,19868.0,62725.0,0.7492857143
452,123651,CA,4,2,0.69009256085018,47967.0,37700.0,37700.0,53394.0,0.7069846678
457,123952,CA,4,2,0.64858490566037,64108.0,49016.0,49016.0,78173.0,0.6296296296
458,123961,CA,4,2,0.12507215159578,67045.0,61503.0,61503.0,89884.0,0.8394308943
479,125727,CA,3,2,0.78967576791808,65901.0,48660.0,48660.0,63267.0,0.8631578947
480,125763,CA,4,2,0.82489597780859,54415.0,49514.0,49514.0,60015.0,0.7312072893
481,125897,CA,4,2,0.63041982105987,54015.0,43418.0,43418.0,58971.0,0.7401574803
487,126182,CO,4,1,0.99825276645311,23292.0,9680.0,17933.0,38434.0,0.6034482759
490,126359,CO,2,3,0.81268011527377,27732.0,12338.0,12338.0,34325.0,0.5588235294
491,126562,CO,4,1,0.72047407818131,22842.0,9384.0,26376.0,60077.0,0.7015818726
492,126580,CO,4,1,0.95268907563025,22367.0,8766.0,21222.0,51355.0,0.7552581262
494,126614,CO,4,1,0.79582146248812,31442.0,12496.0,38314.0,65273.0,0.8236345074
496,126678,CO,4,2,0.14250569476082,77875.0,62070.0,62070.0,61590.0,0.9074889868
500,126775,CO,4,1,0.56879055065712,36050.0,19538.0,40838.0,95887.0,0.9585730725
502,126818,CO,4,1,0.89640980181092,27955.0,12331.0,31613.0,58388.0,0.7872866128
509,127060,CO,4,2,0.63629153080109,71341.0,54819.0,54819.0,68764.0,0.7880724175
511,127185,CO,4,1,0.92753623188405,23428.0,9004.0,19660.0,41422.0,0.6808199122
516,127556,CO,4,1,0.80240039594159,22323.0,9000.0,22322.0,43389.0,0.7127211457
517,127565,CO,4,1,0.888200955245,21062.0,10021.0,27502.0,49932.0,0.6572014052
519,127653,CO,4,2,1.0,52296.0,34800.0,34800.0,24187.0,0.6769230769
522,127741,CO,4,1,0.91134751773049,24783.0,10666.0,23785.0,48942.0,0.7287234043
527,127918,CO,4,2,0.8137271354254,51079.0,39610.0,39610.0,67164.0,0.7832369942
530,128106,CO,4,1,0.99172346640701,22493.0,9005.0,15659.0,48674.0,0.6843971631
537,128391,CO,4,1,0.90872648781992,24456.0,10662.0,22446.0,46955.0,0.7353760446
538,128498,CT,4,2,0.81726907630522,51559.0,36442.0,36442.0,52250.0,0.524291498
541,128744,CT,4,2,0.73137651821862,52363.0,35760.0,35760.0,51396.0,0.62
542,128771,CT,4,1,0.74828957836117,20520.0,11542.0,24946.0,56799.0,0.7271259419
545,128902,CT,3,2,0.40952876854985,77214.0,60795.0,60795.0,70044.0,0.9504643963
547,129020,CT,4,1,0.60840937480151,34149.0,18524.0,41192.0,76076.0,0.8497723824
550,129215,CT,4,1,0.73196544276457,27163.0,12304.0,25708.0,52411.0,0.7952924394
551,129242,CT,4,2,0.55807164273315,69035.0,52870.0,52870.0,95393.0,0.8583783784
557,129525,CT,4,2,0.78794858459023,59070.0,44885.0,44885.0,63870.0,0.7747886241
563,129774,CT,3,2,0.77985377741673,48719.0,35775.0,35775.0,36205.0,0.6964980545
567,129941,CT,4,2,0.94129672897196,58684.0,42898.0,42898.0,58152.0,0.7858306189
574,130226,CT,4,2,0.88124920493575,67592.0,51270.0,51270.0,81553.0,0.8792134831
575,130253,CT,4,2,0.66121772091921,63194.0,45230.0,45230.0,74642.0,0.8198362147
576,130314,CT,4,2,0.78251121076233,52626.0,43084.0,43084.0,54455.0,0.6878980892
578,130493,CT,4,1,0.82931176309295,25602.0,11882.0,25286.0,55682.0,0.7456776352
580,130590,CT,4,2,0.37747635195431,76698.0,61370.0,61370.0,76456.0,0.8495575221
583,130697,CT,4,2,0.19438279635723,78735.0,62049.0,62049.0,72547.0,0.905511811
584,130776,CT,4,1,0.8485494880546,21432.0,11781.0,25185.0,57005.0,0.7649769585
585,130794,CT,4,2,0.0531117696867,79320.0,59950.0,59950.0,95961.0,0.9106628242
589,130934,DE,4,1,0.58837111670864,22912.0,8358.0,18280.0,44793.0,0.4505672609
590,130943,DE,4,1,0.72349095599659,26131.0,15020.0,36880.0,71861.0,0.8532086256
591,130989,DE,4,2,0.62884615384615,34787.0,12750.0,12750.0,48508.0,0.6280487805
594,131159,DC,4,2,0.64091603053435,56065.0,53334.0,53334.0,75354.0,0.8618376928
595,131283,DC,4,2,0.86005089058524,67366.0,52156.0,52156.0,76452.0,0.8329646018
598,131450,DC,4,2,0.61691542288557,39166.0,17712.0,17712.0,37101.0,0.7173913043
599,131469,DC,4,2,0.49709942722866,62835.0,59870.0,59870.0,87548.0,0.8700623701
600,131496,DC,4,2,0.1198378515328,59760.0,59957.0,59957.0,101797.0,0.9244851259
601,131520,DC,4,2,0.35249693835896,49250.0,28916.0,28916.0,59441.0,0.4478234943
604,131876,DC,4,2,0.97286295793758,32102.0,25110.0,25110.0,46296.0,0.4689119171
607,132408,FL,4,2,1.0,19623.0,12150.0,12150.0,38772.0,0.7280701754
608,132471,FL,4,2,0.63693549901417,41754.0,31540.0,31540.0,54203.0,0.5111287758
609,132602,FL,4,2,0.99838622915546,23794.0,14794.0,14794.0,38237.0,0.3215859031
610,132657,FL,4,2,0.83013622463163,57262.0,40900.0,40900.0,45722.0,0.6234309623
614,132842,FL,4,2,0.94329896907216,34121.0,12444.0,12444.0,41451.0,0.5065502183
616,132879,FL,3,2,0.67307692307692,26222.0,18614.0,18614.0,38008.0,0.7593984962
617,132903,FL,4,1,0.36373112060332,21605.0,6368.0,22467.0,54850.0,0.6712204007
623,133492,FL,3,2,0.70376344086021,64688.0,47704.0,47704.0,47708.0,0.6627906977
625,133526,FL,3,2,0.80108730412536,26527.0,14878.0,14878.0,31453.0,0.2644628099
626,133553,FL,4,2,0.72428128523111,56196.0,39066.0,39066.0,82012.0,0.7685950413
627,133650,FL,4,1,0.35287369507858,23895.0,5785.0,17725.0,43616.0,0.4948314607
628,133669,FL,4,1,0.78006203276602,19375.0,4879.0,17324.0,53644.0,0.6378722437
630,133711,FL,4,2,0.74038282847054,36055.0,21140.0,21140.0,46810.0,0.6449760766
631,133809,FL,3,2,0.82720588235294,30702.0,18060.0,18060.0,44859.0,0.8640776699
635,133872,FL,4,2,0.90272373540856,32572.0,20340.0,20340.0,63854.0,0.6790697674
636,133881,FL,4,2,0.66342502547003,58177.0,43246.0,43246.0,53864.0,0.831838565
638,133951,FL,4,1,0.64013165914909,19479.0,6565.0,18963.0,57946.0,0.6264068537
640,133979,FL,4,2,0.56755212796343,30246.0,16836.0,16836.0,36297.0,0.26953125
643,134079,FL,4,2,0.60879263872107,54324.0,38980.0,38980.0,49449.0,0.7193973635
644,134097,FL,4,1,0.37070590940446,22906.0,5656.0,18786.0,57007.0,0.6899021904
645,134130,FL,4,1,0.31321616672644,21295.0,6381.0,28659.0,69468.0,0.7285548366
659,134945,FL,4,2,0.77616606227335,56108.0,42400.0,42400.0,57255.0,0.646772229
660,135081,FL,4,2,0.96067961165048,41424.0,22000.0,22000.0,37335.0,0.3805126959
669,135364,GA,4,2,0.47368421052631,9680.0,9088.0,9088.0,49700.0,0.3880597015
677,135726,FL,4,2,0.28493312818084,69206.0,54760.0,54760.0,71739.0,0.7904956566
681,136172,FL,4,1,0.77486878280429,16874.0,6389.0,20793.0,52114.0,0.7002012072
682,136215,FL,4,2,0.92501489488467,50279.0,34570.0,34570.0,56055.0,0.6151724138
685,136330,FL,4,2,0.89859594383775,51321.0,34134.0,34134.0,49234.0,0.7108433735
694,136774,FL,3,2,0.68729333963155,68123.0,51170.0,51170.0,47921.0,0.7069892473
696,136950,FL,4,2,0.48685931739802,67946.0,54740.0,54740.0,56485.0,0.6284779051
698,137032,FL,4,2,0.70662304184017,38889.0,26050.0,26050.0,47428.0,0.4875787912
708,137351,FL,4,1,0.49378376231331,21248.0,6410.0,17324.0,54364.0,0.6552932928
709,137476,FL,4,2,0.70862401662461,50484.0,32940.0,32940.0,55391.0,0.5555555556
710,137546,FL,4,2,0.91641468682505,62841.0,50800.0,50800.0,50835.0,0.6703296703
711,137564,FL,4,2,0.4491902834008,40990.0,28320.0,28320.0,42006.0,0.663507109
717,137847,FL,4,2,0.53549720398735,48220.0,31274.0,31274.0,57297.0,0.7346786248
721,137962,FL,3,2,0.46715328467153,25813.0,16300.0,16300.0,37862.0,0.46
723,138275,FL,4,2,0.53127753303964,35708.0,26744.0,26744.0,44658.0,0.4904458599
725,138293,FL,4,2,0.27456428391007,44152.0,29534.0,29534.0,45652.0,0.5867346939
727,138354,FL,4,1,0.52806004618937,18622.0,6360.0,19241.0,45884.0,0.6510989011
732,138558,GA,3,1,0.75363636363636,13223.0,3565.0,10471.0,34083.0,0.6306695464
733,138600,GA,4,2,0.69846153846153,46602.0,44250.0,44250.0,49314.0,0.6638297872
738,138761,GA,2,2,0.51333333333333,36954.0,18214.0,18214.0,35432.0,0.6326530612
742,138868,GA,4,2,0.46562905317769,33344.0,21850.0,21850.0,39459.0,0.3164893617
746,138947,GA,4,2,0.58242612752721,38413.0,24012.0,24012.0,41968.0,0.4509043928
748,139144,GA,4,2,0.69899028386359,53663.0,38656.0,38656.0,47499.0,0.7771883289
750,139199,GA,4,2,0.89105263157894,43858.0,32530.0,32530.0,49629.0,0.6126629423
751,139205,GA,3,2,0.79740680713128,32481.0,19220.0,19220.0,41541.0,0.6063829787
752,139250,GA,3,1,0.9735322425409,18595.0,3933.0,10839.0,35266.0,0.5649717514
754,139311,GA,4,1,0.62561041779707,17743.0,5568.0,16290.0,45569.0,0.4803256445
757,139366,GA,4,1,0.78521327014218,20415.0,6241.0,17295.0,43204.0,0.5127737226
759,139393,GA,4,2,0.88539042821158,50701.0,37770.0,37770.0,49143.0,0.9065420561
764,139630,GA,3,2,0.77837259100642,32328.0,21636.0,21636.0,39143.0,0.5657894737
765,139658,GA,4,2,0.15602281623979,72884.0,55468.0,55468.0,81802.0,0.8293564714
767,139719,GA,4,1,0.72256153988524,20160.0,5832.0,16554.0,36389.0,0.3173241852
769,139755,GA,4,1,0.15959861968761,29364.0,12852.0,33964.0,96375.0,0.9057700291
770,139764,GA,4,1,0.85584494245911,19456.0,5464.0,16186.0,44541.0,0.5761381476
771,139861,GA,4,1,0.87675372328944,28032.0,9524.0,28704.0,54288.0,0.7944593387
772,139931,GA,4,1,0.90512917318375,23023.0,6485.0,17539.0,50829.0,0.6357523116
773,139940,GA,4,1,0.99989183732333,27211.0,9286.0,24517.0,44812.0,0.5511649581
774,139959,GA,4,1,0.39983175711845,27510.0,12068.0,31108.0,63405.0,0.7539015606
775,139968,GA,3,1,0.87644787644787,14346.0,3789.0,10695.0,36490.0,0.5714285714
781,140234,GA,4,2,0.74822974036191,46379.0,32840.0,32840.0,49042.0,0.6812749004
783,140252,GA,4,2,0.95911949685534,38970.0,13911.0,13911.0,45512.0,0.3706293706
785,140340,GA,4,2,0.94095092024539,31039.0,14200.0,14200.0,34238.0,0.4517045455
786,140447,GA,4,2,0.75406193584224,53755.0,38746.0,38746.0,52487.0,0.567114094
787,140553,GA,3,2,0.65184008472332,35735.0,29468.0,29468.0,51947.0,0.4545454545
790,140696,GA,3,2,0.8129117259552,50012.0,42754.0,42754.0,49918.0,0.6448087432
791,140720,GA,3,2,0.52009456264775,26041.0,14596.0,14596.0,32374.0,0.2857142857
792,140818,GA,4,2,0.66996233521657,42329.0,28340.0,28340.0,48097.0,0.5560640732
796,140951,GA,4,2,0.80776451656162,57722.0,38840.0,38840.0,45661.0,0.6525262154
798,140988,GA,4,2,0.81201044386422,34357.0,22810.0,22810.0,44832.0,0.4540420819
801,141060,GA,3,2,0.50760558339298,39222.0,28181.0,28181.0,57578.0,0.5079086116
802,141167,GA,4,2,0.28839390386869,26057.0,11080.0,11080.0,44231.0,0.4972972973
803,141185,GA,3,2,0.61888509670079,32877.0,21490.0,21490.0,37975.0,0.6948356808
804,141237,GA,4,2,0.68815165876777,34382.0,22852.0,22852.0,38798.0,0.72
806,141264,GA,4,1,0.76369942196531,20495.0,6583.0,17638.0,46357.0,0.5356793744
807,141325,GA,4,2,0.62164750957854,36613.0,26390.0,26390.0,37674.0,0.4838709677
808,141334,GA,4,1,0.69697428139183,23563.0,6521.0,17576.0,47080.0,0.5505995204
809,141361,GA,4,2,0.74756756756756,44706.0,29962.0,29962.0,43368.0,0.6962962963
810,141486,HI,4,2,0.90079893475366,40505.0,27454.0,27454.0,44509.0,0.5644599303
811,141565,HI,4,1,0.92172413793103,20727.0,7838.0,20798.0,45518.0,0.7507836991
812,141574,HI,4,1,0.69980109144693,23192.0,12186.0,34218.0,56055.0,0.780293501
814,141644,HI,4,2,0.85319718781386,50487.0,30020.0,30020.0,55349.0,0.7424242424
820,141981,HI,3,1,0.94616419919246,16758.0,7584.0,20544.0,52531.0,0.714893617
823,142090,ID,3,2,0.79411764705882,24608.0,13100.0,13100.0,38249.0,0.725
824,142115,ID,4,1,0.83128834355828,22693.0,8060.0,24980.0,46869.0,0.6593980344
827,142285,ID,4,1,0.81383737517831,21553.0,8340.0,27576.0,51325.0,0.7299578059
828,142294,ID,4,2,0.56293302540415,45560.0,33755.0,33755.0,48012.0,0.8483412322
829,142328,ID,3,1,1.0,17731.0,6982.0,20238.0,44343.0,0.68125
833,142461,ID,4,2,0.88146324305311,44443.0,34390.0,34390.0,46841.0,0.7448680352
835,142522,ID,3,2,0.96567299006323,12479.0,4416.0,4416.0,52551.0,0.8112606232
840,143048,IL,4,2,0.80976863753213,70532.0,53160.0,53160.0,40727.0,0.6705202312
841,143084,IL,3,2,0.69126506024096,57422.0,46189.0,46189.0,61991.0,0.837797619
842,143118,IL,4,2,0.86423734279264,35882.0,26760.0,26760.0,53159.0,0.7482837529
846,143288,IL,3,2,0.66225165562913,34540.0,25570.0,25570.0,41589.0,0.7557251908
848,143358,IL,4,2,0.75863092293995,49471.0,36360.0,36360.0,66315.0,0.847972973
859,144005,IL,4,1,0.47471383975026,21945.0,11366.0,11204.0,43759.0,0.3425605536
861,144050,IL,4,2,0.06478116606098,81531.0,62241.0,62241.0,78439.0,0.896373057
869,144281,IL,4,2,0.95635910224438,45539.0,27786.0,27786.0,41963.0,0.5732288828
870,144351,IL,4,2,0.87811387900355,42257.0,34310.0,34310.0,51219.0,0.7307692308
873,144740,IL,4,2,0.69443491816056,56733.0,42012.0,42012.0,67245.0,0.7285746252
877,144892,IL,4,1,0.71742477256822,24506.0,12562.0,14930.0,50741.0,0.6816279954
879,144962,IL,4,2,0.71291866028708,50133.0,39400.0,39400.0,58657.0,0.7681451613
880,144971,IL,3,2,0.86659064994298,39139.0,28360.0,28360.0,44812.0,0.7706422018
882,145239,IL,2,3,0.60975609756097,20466.0,15440.0,15440.0,36162.0,0.8093023256
885,145336,IL,4,1,0.52054794520547,20806.0,10108.0,17620.0,52665.0,0.5190909091
887,145372,IL,4,2,0.79543197616683,42166.0,29810.0,29810.0,44195.0,0.7218543046
894,145600,IL,4,1,0.78803036286253,24382.0,14126.0,28476.0,64108.0,0.7637637638
895,145619,IL,4,2,0.80020632737276,45304.0,34290.0,34290.0,61453.0,0.7452229299
897,145637,IL,4,1,0.59662135187947,31102.0,15442.0,32892.0,77368.0,0.8269996935
898,145646,IL,3,2,0.45234426590358,65676.0,52512.0,52512.0,66591.0,0.8852772467
900,145691,IL,3,2,0.74758659852356,45289.0,35302.0,35302.0,51953.0,0.8354978355
902,145725,IL,4,2,0.66109492409139,65257.0,50490.0,50490.0,82793.0,0.8987108656
903,145813,IL,4,1,0.91538655250566,31753.0,15319.0,26843.0,58781.0,0.812088119
909,146339,IL,4,2,0.62398373983739,40750.0,29870.0,29870.0,51562.0,0.7870967742
913,146427,IL,3,2,0.70238484155504,62212.0,51576.0,51576.0,51471.0,0.7893258427
916,146481,IL,4,2,0.64433226250573,63691.0,51002.0,51002.0,66559.0,0.8473282443
921,146612,IL,4,2,0.71259568545581,43142.0,35472.0,35472.0,61393.0,0.7099236641
923,146676,IL,3,2,0.74262461851475,30231.0,19800.0,19800.0,34028.0,0.4393305439
926,146719,IL,4,2,0.76980224196277,53851.0,47808.0,47808.0,66791.0,0.8240165631
933,147013,IL,4,2,0.77677053824362,46130.0,33050.0,33050.0,51819.0,0.6487455197
935,147129,IL,4,2,1.0,38345.0,18008.0,18008.0,66066.0,0.7357723577
936,147244,IL,4,2,0.74811413578222,52565.0,26792.0,39592.0,46513.0,0.7404129794
937,147341,IL,3,2,0.65637371338083,52167.0,41390.0,41390.0,49661.0,0.7581120944
942,147536,IL,4,2,0.97035573122529,23485.0,11505.0,11505.0,44968.0,0.5
945,147660,IL,4,2,0.68402548890353,54526.0,42206.0,42206.0,57787.0,0.7960088692
946,147679,IL,4,2,0.67135455218356,39934.0,33050.0,33050.0,55242.0,0.7356746765
948,147703,IL,4,1,0.7044509335457,26275.0,12478.0,12478.0,55380.0,0.7420934503
949,147767,IL,4,2,0.06971618103954,81058.0,60768.0,60768.0,85796.0,0.9127432517
950,147776,IL,4,1,0.62106501912327,24339.0,12064.0,22155.0,50312.0,0.6992724333
953,147828,IL,4,2,0.60550926713144,48838.0,37440.0,37440.0,50851.0,0.7881899872
