,UNITID,STABBR,HIGHDEG,CONTROL,ADM_RATE_ALL,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,MD_EARN_WNE_P10,COMPL_RPY_3YR_RT
958,148131,IL,4,2,0.59797297297297,43004.0,31160.0,31160.0,47879.0,0.7574257426
962,148405,IL,4,2,0.66784869976359,43892.0,34000.0,34000.0,52541.0,0.6961651917
963,148487,IL,4,2,0.9229031347077,45697.0,31493.0,31493.0,45701.0,0.5725047081
964,148496,IL,4,2,0.80936280884265,43227.0,35570.0,35570.0,56955.0,0.7081850534
967,148584,IL,4,2,0.68233799237611,43586.0,35000.0,35000.0,60919.0,0.7447216891
969,148627,IL,4,2,0.84794344473007,40895.0,35060.0,35060.0,55564.0,0.710880829
970,148654,IL,4,1,0.79487179487179,23892.0,11911.0,21526.0,52925.0,0.6779661017
981,149222,IL,4,1,0.95148132245598,29247.0,15240.0,15240.0,50562.0,0.6415461624
982,149231,IL,4,1,0.98065591995553,24338.0,12219.0,12219.0,54293.0,0.7466509062
983,149310,IL,2,3,0.89130434782608,22550.0,10650.0,10650.0,24348.0,0.2898550725
987,149505,IL,4,2,0.76240458015267,38493.0,33325.0,33325.0,52079.0,0.8551912568
988,149514,IL,4,2,0.9142091152815,47164.0,33298.0,33298.0,44008.0,0.6723163842
994,149772,IL,4,1,0.72484628283957,25774.0,13669.0,13669.0,52612.0,0.718677686
995,149781,IL,4,2,0.86251881585549,51664.0,40820.0,40820.0,60007.0,0.9166666667
997,150066,IN,4,2,0.62445912092917,46132.0,32950.0,32950.0,45222.0,0.7640264026
998,150136,IN,4,1,0.68165773303699,24343.0,10290.0,27524.0,49177.0,0.7407407407
999,150145,IN,4,2,0.9792,41114.0,30830.0,30830.0,48166.0,0.5555555556
1000,150163,IN,4,2,0.80547588005215,62950.0,43400.0,43400.0,72865.0,0.9056806002
1006,150400,IN,3,2,0.64670763827919,67574.0,53896.0,53896.0,66577.0,0.8779443255
1008,150455,IN,4,2,0.69077757685352,61735.0,49323.0,49323.0,45931.0,0.8666666667
1009,150534,IN,4,2,0.74952198852772,52225.0,39806.0,39806.0,51987.0,0.8149717514
1010,150604,IN,4,2,0.94650723725613,47871.0,34966.0,34966.0,52038.0,0.8057324841
1011,150668,IN,4,2,0.92849846782431,44979.0,35940.0,35940.0,48025.0,0.8877192982
1012,150677,IN,4,2,0.83164739884393,38720.0,28228.0,28228.0,45507.0,0.8474576271
1013,150756,IN,3,2,0.72789896670493,53520.0,40250.0,40250.0,51346.0,0.7881944444
1015,150774,IN,3,2,0.85942492012779,46064.0,34050.0,34050.0,48030.0,0.7010309278
1017,150941,IN,4,2,0.78774016468435,38236.0,28192.0,28192.0,40979.0,0.8888888889
1019,151102,IN,4,1,0.83202929915099,18756.0,8857.0,21265.0,44374.0,0.7111675127
1020,151111,IN,4,1,0.83611952086349,21348.0,10044.0,32101.0,50477.0,0.6820253165
1021,151263,IN,4,2,0.77853725222146,46267.0,33520.0,33520.0,50418.0,0.70155902
1022,151290,IN,4,2,0.65008025682183,41167.0,28840.0,28840.0,48091.0,0.489539749
1023,151306,IN,4,1,0.96405482286009,19946.0,9424.0,21212.0,44224.0,0.7585692996
1024,151324,IN,4,1,0.93680947460456,23079.0,9598.0,20862.0,45531.0,0.7130730051
1025,151333,IN,4,1,0.90350877192982,11659.0,7827.0,20934.0,43073.0,0.7116788321
1026,151342,IN,4,1,0.88942731277533,15126.0,7827.0,20934.0,40816.0,0.6649916248
1027,151351,IN,4,1,0.85042367413652,26051.0,11333.0,38352.0,61279.0,0.8213796254
1028,151360,IN,4,1,0.85481927710843,13200.0,7827.0,20934.0,44517.0,0.5730337079
1029,151379,IN,4,1,0.90054972513743,13317.0,7827.0,20934.0,44383.0,0.6679764244
1030,151388,IN,4,1,0.80512422360248,14685.0,7827.0,20934.0,41226.0,0.5623409669
1031,151467,IN,2,3,0.73630136986301,22408.0,13960.0,13960.0,33621.0,0.7205128205
1035,151777,IN,4,2,0.76079077429983,46592.0,34436.0,34436.0,48502.0,0.8113772455
1036,151786,IN,4,2,0.73087908600444,50130.0,36600.0,36600.0,56132.0,0.6906211937
1037,151801,IN,4,2,0.91907216494845,40361.0,28960.0,28960.0,55759.0,0.6312573443
1042,152080,IN,4,2,0.1506640724135,76883.0,58843.0,58843.0,93220.0,0.9452574526
1043,152099,IN,4,2,0.72617743702081,38495.0,25740.0,25740.0,40917.0,0.7203389831
1047,152318,IN,4,2,0.77402998236331,71664.0,53019.0,53019.0,97688.0,0.9706457926
1048,152336,IN,4,2,0.99395313681027,41644.0,33390.0,33390.0,48788.0,0.7089201878
1049,152381,IN,4,2,0.70320197044334,43387.0,31425.0,31425.0,38510.0,0.5828571429
1050,152390,IN,4,2,0.83071033602722,61344.0,48010.0,48010.0,59312.0,0.8736842105
1052,152497,IN,1,2,1.0,33979.0,20064.0,20064.0,63606.0,0.7807017544
1053,152530,IN,4,2,0.72852233676975,50059.0,36570.0,36570.0,47467.0,0.8783185841
1054,152567,IN,4,2,0.78499520613614,48017.0,34180.0,34180.0,54719.0,0.7253414264
1055,152600,IN,4,2,0.93174733388022,55483.0,44796.0,44796.0,60754.0,0.8368883312
1058,152673,IN,3,2,0.61590214067278,59581.0,45850.0,45850.0,62697.0,0.7869565217
1061,153001,IA,4,2,0.65980560320182,49252.0,37518.0,37518.0,47076.0,0.6516966068
1064,153108,IA,3,2,0.74523160762942,33319.0,19250.0,19250.0,53417.0,0.8348017621
1065,153126,IA,4,2,0.88783649052841,50561.0,36870.0,36870.0,50541.0,0.8273615635
1066,153144,IA,3,2,0.72659711304844,59900.0,48822.0,48822.0,54115.0,0.8475452196
1067,153162,IA,3,2,0.81100141043723,60359.0,47726.0,47726.0,51898.0,0.7699680511
1070,153250,IA,4,2,0.73228840125391,47712.0,34170.0,34170.0,52342.0,0.9678217822
1071,153269,IA,4,2,0.69074634392334,59043.0,45912.0,45912.0,73451.0,0.8988030468
1072,153278,IA,4,2,0.76430446194225,47628.0,36010.0,36010.0,49057.0,0.7379454927
1077,153366,IA,4,2,0.66621712744436,45160.0,31920.0,31920.0,45600.0,0.678111588
1078,153375,IA,4,2,0.99546742209631,41358.0,30864.0,30864.0,53256.0,0.7162162162
1079,153384,IA,3,2,0.10539332255302,73244.0,58648.0,58648.0,62529.0,0.9161290323
1088,153603,IA,4,1,0.91123446480326,21746.0,9634.0,25446.0,60973.0,0.8445054003
1089,153621,IA,4,2,0.81901372648703,47506.0,33650.0,33650.0,46798.0,0.7038834951
1091,153658,IA,4,1,0.86208433627529,25376.0,9942.0,31905.0,62670.0,0.7937285644
1097,153825,IA,4,2,0.7195589645254,46488.0,35268.0,35268.0,54020.0,0.8984547461
1098,153834,IA,3,2,0.76072144288577,59775.0,46760.0,46760.0,55451.0,0.8637037037
1099,153861,IA,4,2,0.94827586206896,28730.0,16530.0,16530.0,28625.0,0.6805555556
1101,153977,IA,3,2,0.96969696969696,30272.0,19754.0,19754.0,56267.0,0.8186813187
1102,154004,IA,4,2,0.73800061143381,47588.0,35270.0,35270.0,54118.0,0.8412698413
1103,154013,IA,4,2,0.80985915492957,50045.0,36540.0,36540.0,54291.0,0.8173913043
1106,154095,IA,4,1,0.85792120704107,20990.0,9053.0,19753.0,51651.0,0.8143556281
1107,154101,IA,4,2,0.83020477815699,46659.0,33590.0,33590.0,49445.0,0.9454545455
1114,154235,IA,4,2,0.72409488139825,47560.0,33570.0,33570.0,57818.0,0.7611749681
1115,154262,IA,3,2,1.0,30152.0,20940.0,20940.0,53302.0,0.875
1117,154350,IA,4,2,0.90827067669172,55610.0,44030.0,44030.0,52638.0,0.8271604938
1123,154493,IA,4,2,0.64919354838709,46992.0,33609.0,33609.0,51790.0,0.6443298969
1124,154518,IA,4,3,0.72288058340929,35545.0,23666.0,23666.0,46322.0,0.6929460581
1125,154527,IA,3,2,0.82753479125248,57479.0,47500.0,47500.0,55659.0,0.900203666
1129,154590,IA,4,2,0.57678442682047,38839.0,27200.0,27200.0,45073.0,0.6400817996
1131,154688,KS,4,2,0.9905808477237,45984.0,31700.0,31700.0,60914.0,0.7556742323
1133,154712,KS,4,2,0.9849706744868,47613.0,32630.0,32630.0,48297.0,0.8906976744
1134,154721,KS,3,2,0.71869052150742,49035.0,31215.0,31215.0,46723.0,0.8405797101
1144,155025,KS,4,1,0.88372093023255,19733.0,7001.0,14918.0,43438.0,0.7512953368
1146,155061,KS,4,1,0.90335503254882,18688.0,5430.0,15870.0,44617.0,0.7609942639
1147,155070,KS,4,2,0.5414847161572,35970.0,23850.0,23850.0,39726.0,0.6458333333
1148,155089,KS,4,2,0.57667031763417,41415.0,30864.0,30864.0,51388.0,0.6341463415
1161,155317,KS,4,1,0.92497545008183,25021.0,11166.0,28034.0,58993.0,0.7714210388
1162,155335,KS,4,2,0.71654676258992,41922.0,34460.0,34460.0,51255.0,0.6954314721
1164,155399,KS,4,1,0.95611891671757,25015.0,10420.0,26491.0,54472.0,0.8124676668
1165,155414,KS,4,2,0.67643678160919,43220.0,31340.0,31340.0,46718.0,0.6546184739
1166,155423,KS,1,1,0.43835616438356,16581.0,8323.0,8323.0,47031.0,0.661062542
1169,155496,KS,3,2,0.47863247863247,35014.0,17605.0,17605.0,41716.0,0.75
1170,155511,KS,4,2,0.84615384615384,44885.0,32408.0,32408.0,47891.0,0.8266666667
1171,155520,KS,4,2,0.64652014652014,49211.0,33840.0,33840.0,55725.0,0.7848537005
1175,155627,KS,4,2,0.53168376584188,48695.0,36780.0,36780.0,48846.0,0.6164179104
1177,155681,KS,4,1,0.93637184115523,19036.0,7744.0,19088.0,47714.0,0.7729885057
1179,155812,KS,4,2,0.80941828254847,43137.0,31630.0,31630.0,55362.0,0.7327586207
1182,155900,KS,4,2,0.69133034379671,48886.0,34900.0,34900.0,51735.0,0.6803278689
1183,155937,KS,4,2,0.47397047397047,40641.0,28500.0,28500.0,44983.0,0.7884615385
1184,155973,KS,4,2,0.54472140762463,45134.0,33400.0,33400.0,46519.0,0.7584269663
1185,156082,KS,4,1,0.43835616438356,20634.0,8872.0,19876.0,47031.0,0.661062542
1187,156125,KS,4,1,0.9105746811137,20571.0,8800.0,18165.0,50739.0,0.7049539676
1189,156189,KY,3,2,0.35818782444549,27641.0,14230.0,14230.0,38478.0,0.5641025641
1190,156213,KY,4,2,0.77442273534635,44043.0,32652.0,32652.0,42628.0,0.7885714286
1194,156286,KY,4,2,0.8550141911069,57342.0,44920.0,44920.0,56346.0,0.8282387191
1195,156295,KY,3,2,0.33006912442396,55656.0,43612.0,43612.0,40738.0,0.8115942029
1198,156356,KY,4,2,0.53125,37749.0,26950.0,26950.0,39343.0,0.6666666667
1201,156408,KY,3,2,0.67978184651343,58601.0,46000.0,46000.0,60447.0,0.847826087
1205,156541,KY,4,2,0.85025264124942,24319.0,9875.0,9875.0,41038.0,0.6886792453
1206,156620,KY,4,1,0.98345055854364,23395.0,9752.0,20024.0,42134.0,0.6464237517
1209,156745,KY,4,2,0.74529667149059,54855.0,41200.0,41200.0,50486.0,0.7299270073
1219,157058,KY,4,1,0.65198792148968,17812.0,9020.0,12870.0,36807.0,0.4345238095
1220,157076,KY,3,2,0.67229977957384,40639.0,29660.0,29660.0,44736.0,0.7360406091
1221,157085,KY,4,1,0.94012445263885,30672.0,12610.0,31608.0,55890.0,0.7476689977
1222,157100,KY,4,2,0.57682177348551,35794.0,22130.0,22130.0,40872.0,0.7047619048
1225,157289,KY,4,1,0.74694273697832,28984.0,12370.0,28716.0,51380.0,0.7263397948
1229,157377,KY,4,2,0.77744510978043,40816.0,24850.0,24850.0,42360.0,0.5897435897
1230,157386,KY,4,1,0.8982952903785,20803.0,9462.0,14106.0,40010.0,0.6
1231,157401,KY,4,1,0.85159667541557,21358.0,9252.0,18528.0,43077.0,0.7236686391
1233,157447,KY,4,1,0.80292300738285,17112.0,10392.0,20448.0,46832.0,0.6991333058
1244,157757,KY,4,2,0.8978417266187,40042.0,26550.0,26550.0,48144.0,0.5825825826
1246,157809,KY,4,2,0.96432552954292,43452.0,34760.0,34760.0,59294.0,0.7476635514
1247,157818,KY,3,2,0.9196811771919,55219.0,42520.0,42520.0,54373.0,0.8007662835
1248,157863,KY,4,2,0.56431535269709,39252.0,28889.0,28889.0,39874.0,0.5925925926
1249,157951,KY,4,1,0.98483804272915,22140.0,10992.0,27000.0,41091.0,0.6523945449
1255,158477,LA,4,2,0.63127853881278,56169.0,38060.0,38060.0,49077.0,0.7682926829
1261,158802,LA,3,2,0.5521978021978,33507.0,19284.0,19284.0,37037.0,0.6909871245
1263,159009,LA,4,1,0.7245598328857,24135.0,7683.0,16706.0,35049.0,0.5620915033
1268,159382,LA,3,1,0.58286074354127,14397.0,6884.0,14024.0,41051.0,0.8023715415
1269,159391,LA,4,1,0.70859659199693,33592.0,11958.0,28635.0,59454.0,0.8147488422
1271,159416,LA,4,1,0.90734463276836,19291.0,7327.0,20481.0,45066.0,0.6991150442
1275,159568,LA,4,2,0.76089266737513,28362.0,17950.0,17950.0,44199.0,0.84375
1277,159647,LA,4,1,0.65833764888658,23174.0,10065.0,16806.0,50632.0,0.729757085
1278,159656,LA,4,2,0.78269617706237,57177.0,43498.0,43498.0,50080.0,0.7636363636
1279,159717,LA,4,1,0.68757214313197,21296.0,8380.0,16418.0,43988.0,0.758685446
1280,159939,LA,4,1,0.80578732469376,21169.0,9072.0,13908.0,46664.0,0.7257617729
1282,159966,LA,4,1,0.97185048454084,21100.0,7946.0,9039.0,44740.0,0.8122171946
1283,159993,LA,4,1,0.69888776541961,21829.0,9058.0,21158.0,44507.0,0.7434607646
1285,160038,LA,4,1,0.96281433921883,23156.0,8672.0,19460.0,44550.0,0.7355253753
1286,160065,LA,4,2,0.75,23846.0,15280.0,15280.0,46512.0,0.8761904762
1287,160074,LA,4,2,0.54527938342967,25808.0,14938.0,14938.0,56057.0,0.8108695652
1298,160612,LA,4,1,0.98935037273695,21636.0,8289.0,20767.0,43810.0,0.7949946752
1299,160621,LA,4,1,0.58882002105016,24045.0,9842.0,17192.0,41443.0,0.6516129032
1300,160630,LA,4,1,0.79286798179059,19443.0,7059.0,15960.0,34667.0,0.6827133479
1302,160658,LA,4,1,0.78345662407531,22737.0,10346.0,24074.0,45080.0,0.8175598632
1304,160755,LA,4,2,0.09632070291048,78326.0,60814.0,60814.0,59812.0,0.8216398986
1305,160904,LA,4,2,0.95406844106463,36770.0,26398.0,26398.0,50802.0,0.6638477801
1306,160959,ME,3,2,0.61142857142857,54437.0,43542.0,43542.0,32077.0,0.8170731707
1307,160977,ME,3,2,0.17311108074873,75680.0,59062.0,59062.0,65860.0,0.9018691589
1310,161022,ME,3,2,0.84615384615384,22005.0,14911.0,14911.0,66774.0,0.8453608247
1312,161086,ME,3,2,0.08873052910386,76425.0,61220.0,61220.0,84482.0,0.9166666667
1317,161226,ME,4,1,0.96685787125557,22999.0,9590.0,20780.0,36620.0,0.795761079
1318,161235,ME,3,1,0.99875,16444.0,8505.0,12915.0,40481.0,0.798245614
1319,161253,ME,4,1,0.96458402940193,25127.0,11986.0,33586.0,48550.0,0.821286031
1321,161341,ME,3,1,0.99875,16470.0,8495.0,12905.0,28114.0,0.6727272727
1322,161457,ME,4,2,0.89989506820566,57631.0,39820.0,39820.0,46880.0,0.7983193277
1325,161509,ME,4,2,0.72072072072072,53673.0,38690.0,38690.0,33311.0,0.7105263158
1326,161518,ME,4,2,0.80576070901033,54309.0,39986.0,39986.0,48562.0,0.8304668305
1329,161554,ME,4,1,0.86992773763201,17748.0,9904.0,23904.0,49735.0,0.7751004016
1331,161572,ME,4,2,0.91422666207371,19378.0,12640.0,12640.0,37988.0,0.743718593
1338,161873,MD,4,1,0.8943396226415,25160.0,9364.0,22550.0,58875.0,0.5631578947
1339,162007,MD,4,1,0.8704298915227,22835.0,8558.0,19298.0,50806.0,0.4392523364
1340,162061,MD,4,2,0.46543778801843,41508.0,26934.0,26934.0,82031.0,0.7857142857
1344,162210,MD,4,2,0.61754587155963,28100.0,25200.0,25200.0,58399.0,0.5210526316
1345,162283,MD,4,1,0.47918367346938,14332.0,6809.0,13334.0,43697.0,0.4605809129
1349,162584,MD,4,1,0.86050851411243,25170.0,9594.0,24080.0,51992.0,0.680420712
1351,162654,MD,4,2,0.8234214390602,52476.0,48200.0,48200.0,52886.0,0.8482972136
1354,162760,MD,4,2,0.76785714285714,56539.0,43140.0,43140.0,54057.0,0.7717391304
1357,162928,MD,4,2,0.07521194483107,65544.0,58720.0,58720.0,89551.0,0.8519031142
1359,163046,MD,4,2,0.84212793452509,66352.0,53530.0,53530.0,81216.0,0.8449367089
1362,163268,MD,4,1,0.81195348417921,15880.0,12280.0,28470.0,67473.0,0.778041543
1363,163286,MD,4,1,0.52027579060638,26915.0,10955.0,38636.0,76997.0,0.8551442101
1364,163295,MD,4,2,0.85746901500326,59244.0,52040.0,52040.0,45668.0,0.7992202729
1365,163338,MD,4,1,0.81901639344262,23095.0,8724.0,19343.0,43696.0,0.356462585
1369,163453,MD,4,1,0.87104857363145,23375.0,8008.0,18479.0,46092.0,0.3597402597
1370,163462,MD,4,2,0.81753246753246,58866.0,44750.0,44750.0,61492.0,0.806741573
1373,163578,MD,4,2,0.65088105726872,58673.0,39745.0,39745.0,56906.0,0.6755952381
1376,163851,MD,4,1,0.86464698998829,25092.0,10188.0,20458.0,57122.0,0.7666314678
1377,163912,MD,4,1,0.77332869080779,30817.0,15124.0,31200.0,60455.0,0.8368421053
1378,163976,MD,4,2,0.53154084798345,50439.0,36170.0,36170.0,52632.0,0.7984496124
1379,164076,MD,4,1,0.87921831955922,19718.0,10464.0,25516.0,61376.0,0.7576340466
1382,164173,MD,4,2,0.90882419318438,52452.0,38168.0,38168.0,60421.0,0.7315357562
1383,164216,MD,3,2,0.69858278603525,58648.0,49768.0,49768.0,66291.0,0.9
1384,164270,MD,4,2,0.86677294465953,62020.0,46336.0,46336.0,57629.0,0.8349282297
1387,164447,MA,4,2,0.57870635374928,50598.0,39370.0,39370.0,53069.0,0.604989605
1388,164465,MA,3,2,0.08743481677262,77411.0,61150.0,61150.0,81855.0,0.811023622
1389,164492,MA,4,2,0.72846367606192,52960.0,40208.0,40208.0,56566.0,0.7133333333
1391,164562,MA,4,2,0.8648581383773,56939.0,45900.0,45900.0,74451.0,0.8654147105
1392,164580,MA,4,2,0.25351914414414,74300.0,54944.0,54944.0,111604.0,0.9486486486
1395,164632,MA,4,2,0.75407779171894,46404.0,35781.0,35781.0,46065.0,0.6384976526
1396,164641,MA,3,3,0.5,45054.0,29500.0,29500.0,39032.0,0.5619834711
1397,164739,MA,4,2,0.60938674685855,71942.0,54910.0,54910.0,111896.0,0.9493908154
1398,164748,MA,4,2,0.55174786677676,65888.0,46800.0,46800.0,33059.0,0.6957264957
1403,164924,MA,4,2,0.19040807107363,78200.0,61706.0,61706.0,96325.0,0.9421308816
1404,164988,MA,4,2,0.18645253239726,76389.0,59816.0,59816.0,80582.0,0.8683304647
1405,165015,MA,4,2,0.39138423846467,74091.0,60006.0,60006.0,73676.0,0.8637440758
1406,165024,MA,4,1,0.86375408174755,19576.0,10732.0,16872.0,54750.0,0.722481938
1413,165264,MA,3,2,0.75,36013.0,32813.0,32813.0,78901.0,0.5799086758
1414,165334,MA,4,2,0.48030916451969,59182.0,50302.0,50302.0,55982.0,0.8412698413
1416,165529,MA,4,2,0.80315870570107,57496.0,43650.0,43650.0,47598.0,0.7704918033
1418,165574,MA,3,2,0.73598700243704,60159.0,42346.0,42346.0,45140.0,0.6193548387
1421,165644,MA,4,2,0.64075382803298,38283.0,27212.0,27212.0,45838.0,0.7647058824
1422,165662,MA,4,2,0.45280082987551,74288.0,52190.0,52190.0,58491.0,0.8222003929
1423,165671,MA,4,2,0.73880105401844,56676.0,43572.0,43572.0,56728.0,0.7544483986
1424,165699,MA,4,2,0.77210682492581,54077.0,36614.0,36614.0,68403.0,0.8897280967
1426,165802,MA,4,2,0.72350707628581,49424.0,33500.0,33500.0,40552.0,0.596969697
1427,165820,MA,4,1,0.8526654950205,22908.0,10830.0,16910.0,58741.0,0.7620614035
1428,165866,MA,4,1,0.83799101035763,23678.0,11380.0,17460.0,54242.0,0.8217142857
1430,165936,MA,4,2,0.77428180574555,52113.0,26250.0,26250.0,54542.0,0.881748072
1433,166018,MA,3,2,0.75149253731343,66592.0,52738.0,52738.0,43491.0,0.7374631268
1434,166027,MA,4,2,0.04011352230644,74171.0,55587.0,55587.0,95114.0,0.8260869565
1437,166124,MA,3,2,0.42874730686365,63132.0,56540.0,56540.0,83583.0,0.8892215569
1439,166391,MA,4,2,0.85058823529411,54503.0,42000.0,42000.0,58576.0,0.7598343685
1441,166452,MA,4,2,0.86947654656696,48043.0,29550.0,29550.0,47821.0,0.7268907563
1442,166489,MA,4,2,0.61257976298997,61270.0,48800.0,48800.0,42825.0,0.8388888889
1444,166513,MA,4,1,0.84567357720323,22152.0,15698.0,33624.0,65324.0,0.7526837325
1445,166629,MA,4,1,0.65531264692054,26579.0,16439.0,36964.0,65645.0,0.8351054852
1446,166638,MA,4,1,0.7889885857291,28706.0,14677.0,35139.0,59044.0,0.5636363636
1448,166656,MA,4,2,0.97709451093685,54367.0,35800.0,35800.0,124126.0,0.9007092199
1449,166674,MA,4,1,0.78668310727496,30744.0,14200.0,39800.0,49889.0,0.7397590361
1450,166683,MA,4,2,0.04106498194945,63681.0,55878.0,55878.0,124213.0,0.9473684211
1451,166692,MA,4,1,0.90083410565338,30709.0,10516.0,25104.0,99713.0,0.9382022472
1456,166850,MA,4,2,0.80304918975932,61163.0,46916.0,46916.0,69459.0,0.8506998445
1460,166939,MA,4,2,0.52304205489801,59800.0,56518.0,56518.0,54415.0,0.8426294821
1466,167260,MA,4,2,0.84769721842225,52126.0,37300.0,37300.0,57385.0,0.7588075881
1467,167288,MA,4,1,0.90955506929248,23508.0,11306.0,20251.0,45341.0,0.688372093
1470,167358,MA,4,2,0.18378874063048,75732.0,57592.0,57592.0,88842.0,0.8671808055
1472,167394,MA,4,2,0.67923322683706,49563.0,39449.0,39449.0,55648.0,0.7456647399
1477,167598,MA,4,2,0.89058999253174,56979.0,44809.0,44809.0,56022.0,0.8349514563
1480,167729,MA,4,1,0.90011134086209,25446.0,11675.0,18480.0,54581.0,0.7292057536
1481,167783,MA,4,2,0.83532423208191,49666.0,43062.0,43062.0,61222.0,0.828438949
1482,167792,MA,3,2,0.61257976298997,77332.0,63583.0,63583.0,42825.0,0.8388888889
1483,167835,MA,4,2,0.29914248021108,72636.0,56114.0,56114.0,58881.0,0.8394062078
1485,167899,MA,4,2,0.76901507185418,54939.0,40480.0,40480.0,47049.0,0.6461538462
1487,167987,MA,4,1,0.92220969560315,29588.0,14408.0,30153.0,55113.0,0.8081321474
1488,167996,MA,4,2,0.72004432746917,62472.0,47808.0,47808.0,75976.0,0.8784596871
1489,168005,MA,4,2,0.8802826289828,57831.0,41648.0,41648.0,65950.0,0.7813738441
1491,168148,MA,4,2,0.1143021988589,78983.0,63000.0,63000.0,74430.0,0.9473023839
1492,168218,MA,3,2,0.16181652094479,78036.0,60752.0,60752.0,75784.0,0.9256505576
1493,168227,MA,4,2,0.89542363536114,50966.0,37650.0,37650.0,81911.0,0.9110091743
1494,168254,MA,4,2,0.89882537196554,53760.0,40380.0,40380.0,66181.0,0.8286908078
1495,168263,MA,4,1,0.94351060898319,24422.0,11139.0,17219.0,52899.0,0.8010752688
1496,168281,MA,3,2,0.82062298603652,69940.0,58180.0,58180.0,63732.0,0.8341708543
1497,168342,MA,4,2,0.08825891423064,66540.0,59660.0,59660.0,74473.0,0.8333333333
1498,168421,MA,4,2,0.60214569058781,71962.0,55731.0,55731.0,100193.0,0.9642857143
1499,168430,MA,4,1,0.89320951828206,18674.0,10586.0,16666.0,59518.0,0.7738231917
1500,168528,MI,4,2,0.75986842105263,55669.0,39107.0,39107.0,52959.0,0.7555555556
1501,168546,MI,3,2,0.69276285844333,64474.0,53090.0,53090.0,57501.0,0.7969924812
1504,168591,MI,3,2,0.68775790921595,57306.0,43872.0,43872.0,51997.0,0.7950819672
1506,168740,MI,4,2,0.8151487826871,42156.0,31782.0,31782.0,50391.0,0.603626943
1507,168786,MI,4,2,0.89036312849162,46100.0,36134.0,36134.0,45282.0,0.7205882353
1508,168847,MI,4,2,0.40991839296924,22251.0,12420.0,12420.0,33440.0,0.5159994981
1511,169080,MI,4,2,0.75062719518314,51965.0,38240.0,38240.0,54153.0,0.8936170213
1515,169248,MI,4,1,0.77080520602689,26085.0,13200.0,13200.0,52440.0,0.6498395722
1518,169327,MI,4,2,0.75865687303252,35234.0,22230.0,22230.0,57487.0,0.5988023952
1519,169363,MI,4,2,0.66816494039476,46522.0,31830.0,31830.0,51567.0,0.7299168975
1521,169442,MI,4,2,0.53804713804713,58488.0,47585.0,47585.0,52577.0,0.6853333333
1522,169479,MI,4,2,0.98265460030165,32252.0,20964.0,20964.0,42432.0,0.5694174757
1526,169655,MI,2,3,0.99653379549393,22366.0,14513.0,14513.0,60255.0,0.5151116951
1527,169716,MI,4,2,0.93235625704622,38881.0,30154.0,30154.0,60489.0,0.8230958231
1529,169798,MI,4,1,0.84605278190334,25802.0,15700.0,15700.0,47087.0,0.594687915
1531,169910,MI,4,1,0.84770992366412,24295.0,12740.0,12740.0,53019.0,0.7215843858
1533,169983,MI,4,2,0.85593697242543,58080.0,44380.0,44380.0,94491.0,0.9616613419
1535,170000,MI,4,2,1.0,23370.0,14400.0,14400.0,37939.0,0.7066666667
1536,170037,MI,4,2,0.91315652626105,37413.0,27040.0,27040.0,45033.0,0.7166123779
1538,170082,MI,4,1,0.91650643826836,24861.0,13560.0,19296.0,53292.0,0.7077225599
1542,170301,MI,3,2,0.92377756471716,50256.0,36650.0,36650.0,56309.0,0.8486646884
1544,170532,MI,3,2,0.79582089552238,66172.0,54522.0,54522.0,60627.0,0.8566775244
1550,170639,MI,3,1,0.7328909166321,24374.0,13200.0,13200.0,47666.0,0.75
1552,170675,MI,4,2,0.81067777357061,51676.0,37680.0,37680.0,69190.0,0.8154897494
1555,170806,MI,4,2,0.52255947497949,37218.0,24900.0,24900.0,54408.0,0.5777027027
1556,170967,MI,4,2,0.98089171974522,33462.0,25462.0,25462.0,47021.0,0.5316091954
1557,170976,MI,4,1,0.20153493096572,31300.0,16178.0,53232.0,79580.0,0.8268268268
1559,171100,MI,4,1,0.83251036934623,20623.0,14750.0,40562.0,64566.0,0.744590369
1560,171128,MI,4,1,0.85748041288396,30572.0,16966.0,38112.0,77293.0,0.8914728682
1561,171137,MI,4,1,0.68766274023558,21531.0,13816.0,28048.0,58324.0,0.6105417277
1562,171146,MI,4,1,0.7386222332753,21703.0,12750.0,24974.0,47757.0,0.5238744884
1568,171456,MI,4,1,0.71265069433847,24567.0,12918.0,18414.0,44658.0,0.6964200477
1570,171492,MI,4,2,0.83348174532502,43919.0,30520.0,30520.0,58172.0,0.6642036125
1572,171571,MI,4,1,0.92090183184593,23229.0,13934.0,24708.0,55645.0,0.654253234
1573,171599,MI,4,2,0.885,44592.0,31104.0,31104.0,45624.0,0.6525679758
1575,171881,MI,4,2,0.68867924528301,33225.0,24630.0,24630.0,38728.0,0.781512605
1580,172051,MI,4,1,0.77809798270893,22586.0,11130.0,26144.0,48256.0,0.6397482958
1582,172264,MI,4,2,0.68442077230359,39807.0,28502.0,28502.0,50438.0,0.5955983494
1585,172334,MI,4,2,0.59943181818181,42167.0,31080.0,31080.0,47632.0,0.6939130435
1587,172440,MI,3,2,0.78213507625272,34697.0,24576.0,24576.0,36586.0,0.6892655367
1593,172644,MI,4,1,0.63256702457018,25657.0,14043.0,30013.0,48752.0,0.5721120984
